TIME,ECG,ECG_Filtered
76575644,0.00000,0.00003
76602676,0.00000,-0.00091
76630760,0.00000,-0.00110
76658876,0.00978,0.00189
76685912,0.29814,0.07756
76712956,0.49365,-0.05452
76741040,0.56207,-0.09959
76769116,0.75269,0.01941
76796152,1.09971,0.07416
76823200,1.63245,0.05713
76850244,4.82405,0.70652
76877276,4.99511,-1.17104
76905360,4.99511,-0.48012
76933440,5.00000,0.30764
76960472,5.00000,0.53460
76987524,4.99511,0.37564
77014556,5.00000,0.11339
77041592,5.00000,-0.09412
77069676,4.99511,-0.18184
77097756,5.00000,-0.16636
77125840,5.00000,-0.10998
77153924,5.00000,-0.04174
77182012,4.99511,0.00877
77209044,3.66080,-0.33953
77237124,0.99218,-0.21341
77265196,0.02933,0.97556
77292232,0.17595,0.75414
77319280,4.49658,0.93923
77346312,4.99511,-2.12152
77374392,5.00000,-1.37244
77402472,4.00293,-0.22771
77430560,0.33724,0.09372
77457564,0.00000,2.20205
77484600,0.00000,1.07883
77511688,0.00489,-0.27515
77539720,0.00000,-0.82912
77567800,0.00000,-0.72512
77595880,0.00000,-0.36413
77623964,0.00000,-0.02493
77652044,0.00000,0.17303
77679076,0.00000,0.22572
77706120,0.00000,0.18301
77733160,0.00000,0.10280
77760204,0.00000,0.02740
77787248,0.00000,-0.02248
77815352,1.96970,0.51462
77842392,1.33920,-0.96096
77870480,2.23851,0.14339
77897520,2.96676,0.09695
77924560,2.83969,-0.21064
77952640,2.51711,0.03543
77979684,2.98631,0.47614
78006716,3.86119,0.26980
78033756,4.56989,-0.20027
78061836,4.52102,-0.49464
78089912,3.81232,-0.29073
78118004,3.17204,0.23439
78145036,2.73216,0.40760
78172076,2.39003,0.21995
78199124,2.17498,-0.00293
78227196,2.05767,-0.14938
78255284,1.87683,-0.22403
78283360,1.78886,-0.11593
78311448,1.68133,-0.04735
78339520,1.31476,-0.05317
78367596,0.82600,0.04789
78394636,0.40567,0.16084
78421680,0.01955,0.13009
78448688,0.00000,0.13930
78475724,0.00000,-0.06137
78503800,0.00000,-0.15245
78531880,0.00000,-0.12174
78559964,0.00000,-0.04457
78588048,0.00000,0.02086
78615080,0.00000,0.05229
78642116,0.00000,0.05278
78669160,0.00000,0.03578
78696200,0.00000,0.01468
78723244,0.00000,-0.00200
78751324,0.00000,-0.01108
78779404,0.00000,-0.01322
78807480,0.00000,-0.01087
78835560,0.00000,-0.00671
78863652,0.00000,-0.00270
78891760,0.00978,0.00290
78918768,0.00000,-0.00487
78946840,0.00000,0.00397
78973880,0.00000,0.00379
79000920,0.00000,0.00164
79027960,0.00000,-0.00003
79056040,0.00000,-0.00076
79084120,0.00000,-0.00081
79112208,0.00000,-0.00054
79140284,0.00000,-0.00021
79168364,0.00000,0.00002
79195400,0.00000,0.00014
79222440,0.00000,0.00015
79249484,0.00000,0.00011
79276520,0.00000,0.00006
79303564,0.00000,0.00001
79330600,0.00000,-0.00002
79358680,0.00000,-0.00003
79386764,0.00000,-0.00003
79414836,0.00000,-0.00002
79442924,0.00000,-0.00001
79471000,0.00000,-0.00000
79499084,0.00000,0.00000
79526156,0.25904,0.07343
79553204,4.60411,1.13450
79580252,4.99511,-1.56096
79608324,4.99511,-0.82691
79636400,5.00000,0.29198
79663436,5.00000,0.70190
79690476,5.00000,0.55625
79717520,5.00000,0.21517
79744552,5.00000,-0.07225
79772632,5.00000,-0.21413
79800716,5.00000,-0.22387
79828800,5.00000,-0.15746
79856884,5.00000,-0.07088
79884964,5.00000,-0.00040
79913048,5.00000,0.03976
79940080,5.00000,0.05128
79967120,5.00000,0.04372
79994160,5.00000,0.02791
80021204,5.00000,0.01197
80048248,5.00000,0.00035
80075280,5.00000,-0.00581
80103360,5.00000,-0.00737
80131440,4.98534,-0.01026
80159528,4.44770,-0.15065
80187600,4.92180,0.33696
80214640,3.34311,-0.53980
80242720,3.56305,0.53810
80269756,2.55621,-0.16012
80297832,4.75073,0.86032
80324872,5.00000,-0.77721
80352956,4.67742,-0.72622
80381044,3.86608,-0.16231
80409120,2.69306,0.29541
80436156,1.16813,0.42059
80463196,0.13196,0.54922
80490236,0.31769,0.49371
80517284,1.36364,-0.04320
80545356,1.95503,-0.80111
80573436,2.28250,-0.70737
80601520,2.69795,-0.15434
80629592,3.08895,0.18625
80656636,3.29423,0.25449
80683676,3.27957,0.21863
80710720,3.11828,0.17544
80737760,2.81036,0.09820
80764796,2.55621,0.07350
80791836,2.30205,-0.01836
80819920,2.10166,-0.07419
80848004,2.11144,-0.05506
80876080,2.22385,-0.09208
80904160,2.09189,-0.18978
80932240,1.95015,-0.05574
80960320,1.95015,0.09786
80987356,1.88172,0.06099
81014396,3.43597,0.50499
81041440,1.76442,-1.03498
81069516,2.12121,0.47184
81096556,2.29228,0.28137
81123596,2.30205,-0.02067
81151676,2.26295,-0.09600
81179760,2.29228,-0.03897
81207840,2.34604,-0.01654
81235924,2.45357,-0.00045
81264000,2.45846,-0.04381
81292076,2.19453,-0.08083
81320156,2.02346,0.07405
81347204,1.99902,0.12737
81374248,2.04301,0.04696
81401276,2.08700,-0.04814
81429360,2.09189,-0.08456
81457436,2.12610,-0.03837
81485520,2.09677,-0.02501
81513604,2.02346,0.00570
81540640,1.95992,0.04270
81567684,1.93548,0.05104
81594724,1.94037,0.02416
81621760,1.95992,-0.00908
81649848,1.95503,-0.03495
81677920,1.89638,-0.03796
81706008,1.85728,0.00483
81733040,1.91593,0.04457
81760080,1.99902,0.01120
81787120,1.91593,-0.06873
81815200,1.92571,0.01677
81842252,1.97947,0.03448
81869280,2.22385,0.05946
81896316,2.81525,0.06927
81923356,1.58847,-0.60774
81951436,1.94526,0.48800
81978480,2.06256,0.17880
82005516,2.12121,-0.05789
82033600,2.13099,-0.11978
82061684,2.17498,-0.05949
82089760,2.24829,-0.00833
82117844,2.26295,-0.01049
82145916,2.08211,-0.03854
82174008,1.76442,0.00701
82201040,1.68622,0.15188
82228084,1.73998,0.09493
82255116,1.79863,-0.04153
82283196,1.85239,-0.09684
82311280,1.89638,-0.07776
82339356,1.90616,-0.03629
82367440,1.88661,0.00885
82394480,1.87683,0.04601
82421524,1.88172,0.04780
82448568,1.88172,0.02143
82475600,1.89150,0.00376
82502640,1.86217,-0.02176
82530724,1.89638,0.00684
82557760,2.36070,0.11438
82584800,3.65591,0.18118
82611832,4.91691,-0.20564
82639920,4.88270,-0.65442
82667992,4.38905,-0.16253
82696072,4.58455,0.58583
82723112,5.00000,0.47499
82750156,4.99511,-0.04349
82778236,5.00000,-0.12032
82806312,4.99511,-0.10291
82834396,5.00000,-0.06470
82862476,4.53079,-0.17431
82890556,1.62757,-0.66754
82918636,0.04888,0.71243
82945636,0.00000,1.01706
82972684,0.00000,0.00270
82999716,0.00000,-0.57979
83027800,0.00000,-0.57431
83055880,0.00000,-0.28748
83083964,0.00000,0.00652
83111040,0.28837,0.26088
83138076,1.64712,0.49564
83165108,2.41447,-0.16824
83193192,2.59042,-0.34624
83221280,2.60508,-0.02775
83249360,4.87292,0.86882
83276396,5.00000,-0.57409
83304484,4.87781,-0.32893
83332560,3.65103,-0.17335
83360636,2.79081,0.48783
83387676,2.11632,0.48271
83414712,4.20332,0.89649
83441764,4.99022,-0.78897
83469832,5.00000,-1.05920
83497916,5.00000,-0.31609
83526000,5.00000,0.23107
83553036,4.99511,0.38866
83580084,4.99511,0.30251
83607112,5.00000,0.13503
83634156,5.00000,-0.00924
83662232,5.00000,-0.08256
83690316,5.00000,-0.09510
83718400,5.00000,-0.07192
83746480,5.00000,-0.03716
83774568,5.00000,-0.00696
83802640,5.00000,0.01168
83829680,5.00000,0.01866
83856720,5.00000,0.01725
83883760,5.00000,0.01180
83910812,5.00000,0.00567
83937836,0.54741,-1.26124
83965916,0.00489,1.51486
83992916,0.00000,0.91571
84019956,0.00000,-0.23609
84048076,0.10753,-0.67191
84076156,4.87292,0.72820
84103196,5.00000,-2.01068
84131268,5.00000,-0.74965
84159356,4.99022,0.54882
84186392,5.00000,0.96465
84213432,5.00000,0.72142
84240480,5.00000,0.27988
84267512,5.00000,-0.08054
84295592,5.00000,-0.25986
84323676,5.00000,-0.27745
84351760,5.00000,-0.20082
84379848,5.00000,-0.09718
84407928,4.99022,-0.01342
84436008,5.00000,0.04702
84463040,5.00000,0.05550
84490076,5.00000,0.04883
84517120,5.00000,0.03300
84544160,4.20332,-0.21014
84572248,2.97654,-0.04667
84600316,2.23851,0.37368
84627352,1.93060,0.32112
84654404,2.30694,0.12633
84681436,3.03519,-0.21544
84709520,3.59726,-0.47868
84737596,3.93451,-0.36947
84765676,3.88074,-0.12922
84793760,3.38221,0.10951
84820800,3.05963,0.43005
84847836,2.84946,0.37118
84874876,2.76149,0.14581
84901924,2.88856,-0.03513
84930000,3.05963,-0.19809
84958080,3.24047,-0.22174
84986156,3.35288,-0.16100
85014240,3.43597,-0.03693
85042324,3.53372,0.06693
85069364,3.39198,0.02498
85096400,3.01564,0.02819
85123440,2.73216,0.14553
85150480,2.47801,0.10812
85177532,2.38514,0.05637
85204556,2.27761,-0.07458
85232636,2.11632,-0.12827
85260720,2.06745,-0.04655
85288800,1.99902,-0.03429
85316880,2.65885,0.19925
85343916,2.22385,-0.36011
85372004,1.82307,-0.04535
85400076,2.06745,0.35240
85427120,2.13099,0.07381
85454160,2.11144,-0.07472
85482240,1.98925,-0.09379
85510324,2.08700,0.04526
85537360,2.30694,0.04015
85564400,2.40469,-0.07328
85592484,2.24829,-0.11896
85620560,1.91593,-0.02815
85648640,1.73509,0.14741
85675680,1.58847,0.11398
85702724,1.50538,0.03550
85729760,1.58358,-0.00373
85757836,1.81818,-0.04439
85785920,2.02835,-0.11652
85813996,2.10166,-0.12635
85842084,2.08211,-0.03504
85870164,2.04790,0.07087
85897196,2.00391,0.10064
85924236,1.93060,0.06646
85951276,1.83284,0.02314
85978320,1.69599,-0.01341
86006400,1.47116,-0.04132
86034484,1.37830,0.02802
86061520,1.45161,0.03943
86088552,2.19453,0.14193
86115596,2.17009,-0.35172
86143676,1.59824,-0.29881
86171768,1.94037,0.37862
86198800,1.95503,0.10338
86225840,1.98925,0.01530
86252876,1.96970,-0.03458
86280960,1.94526,-0.02332
86309044,2.00391,0.01551
86336080,1.95503,-0.04065
86363140,1.80841,-0.04177
86392248,1.61290,0.00305
86419280,1.61290,0.09709
86446320,1.73998,0.05526
86473356,1.82307,-0.06126
86501444,1.82796,-0.09565
86529520,1.79374,-0.04240
86557604,1.71554,0.01108
86584652,1.71065,0.07191
86611684,1.58358,0.00750
86638728,1.20235,-0.05484
86666800,0.96774,0.08218
86693836,0.93353,0.11218
86720876,1.20723,0.06886
86747920,1.33431,-0.15441
86776004,1.47116,-0.13778
86804080,1.55914,-0.06826
86832168,1.61779,0.01448
86859196,2.64907,0.34436
86886228,1.15836,-0.73283
86914316,1.53959,0.56058
86941360,1.59335,0.20982
86968404,1.69599,-0.01540
86996476,1.75953,-0.13198
87024564,1.86217,-0.10309
87052644,1.99413,-0.05103
87080720,2.03812,-0.04198
87108808,1.91105,-0.03110
87136880,1.57380,0.00247
87163924,1.41740,0.15622
87190960,1.48583,0.15431
87218008,1.61290,-0.00260
87246080,1.65200,-0.13535
87274156,1.57869,-0.13513
87302244,1.30010,-0.08284
87330312,1.00196,0.05728
87357356,0.90909,0.16866
87384396,0.98240,0.10866
87411440,1.12414,-0.02448
87439524,1.25122,-0.11075
87467600,1.43206,-0.07724
87495684,1.52004,-0.06580
87523756,1.17302,-0.11287
87551836,0.91398,0.11824
87578872,0.95308,0.24139
87605916,1.50049,0.20716
87632960,2.01369,-0.12392
87661036,1.22678,-0.59299
87689120,1.68622,0.31945
87716168,1.90616,0.11122
87743196,2.02835,-0.03481
87771284,2.12121,-0.03828
87799356,2.23851,0.00739
87826400,2.33627,0.01203
87853436,2.34604,-0.01130
87881512,2.00391,-0.08394
87909596,1.72043,0.07101
87936636,1.72532,0.17556
87963684,1.80841,0.03984
87990720,1.88661,-0.09405
88018796,1.89150,-0.13653
88046876,1.88661,-0.06602
88074956,1.89638,0.01160
88102004,1.85728,0.02784
88129040,1.83284,0.05005
88156084,1.78886,0.03277
88183120,1.79863,0.03330
88210164,1.96481,0.04236
88237208,2.16031,-0.02759
88265280,2.40469,-0.05053
88293356,2.58553,-0.07130
88321436,2.39980,-0.12388
88349516,2.25318,0.06706
88376556,2.07722,0.11784
88403596,1.87683,0.08296
88430644,2.92766,0.38513
88457680,1.27566,-0.89806
88485760,1.46628,0.41158
88512796,1.70577,0.25765
88539836,1.92571,-0.05962
88567920,2.16520,-0.16495
88595996,2.33627,-0.14959
88624076,2.32160,-0.08950
88652164,2.17498,0.02631
88679196,1.81329,0.07300
88706240,1.16813,0.06911
88733276,0.71848,0.19963
88760316,0.46432,0.14368
88787356,0.31281,-0.02469
88815440,0.40567,-0.08644
88843512,0.51808,-0.17445
88871596,0.67449,-0.13806
88899684,0.80156,-0.07064
88927760,0.87488,0.00567
88954796,0.96285,0.08413
88981836,0.96285,0.07024
89008876,0.90420,0.05801
89035920,0.82600,0.04947
89062952,0.78201,0.03823
89089996,0.75269,-0.00144
89118076,0.76735,-0.02358
89146160,0.85044,-0.02884
89174236,0.75758,-0.10036
89202320,0.74291,-0.00232
89230400,0.89932,0.07176
89257436,0.90909,-0.03551
89285520,2.34115,0.38656
89312556,0.80645,-0.95993
89340632,1.06061,0.44119
89367680,1.28055,0.33589
89394716,1.38807,0.01562
89421756,1.47605,-0.10237
89449836,1.62268,-0.07707
89477920,1.76931,-0.05363
89506000,1.81818,-0.05022
89534080,1.77908,-0.01158
89562164,1.60313,0.01326
89589196,1.57380,0.11591
89616236,1.72532,0.10799
89643276,1.89150,-0.02138
89671356,2.03324,-0.09367
89699444,2.14076,-0.08338
89727516,2.25806,-0.02067
89755600,2.40469,0.02732
89782640,2.44868,0.00052
89809676,2.44868,0.01738
89836720,2.42424,0.03376
89863756,2.23363,-0.01185
89891836,1.94037,0.00237
89918876,1.75464,0.07610
89945924,1.60802,0.03817
89972960,1.53470,-0.00727
90001040,1.48094,-0.05627
90029120,1.40274,-0.07365
90057196,1.52004,0.01689
90084236,1.41740,-0.08018
90112324,1.38319,0.01300
90139360,1.39296,0.05465
90166408,1.35386,0.02039
90193440,2.25806,0.28306
90220484,0.70870,-0.77118
90248564,0.79668,0.45414
90275600,0.65982,0.23240
90302644,0.53763,0.01631
90329680,0.43988,-0.08663
90357756,0.53275,-0.05271
90385836,0.59629,-0.09797
90413916,0.68426,-0.06259
90441996,0.64516,-0.05302
90470076,0.43500,-0.01500
90498160,0.42522,0.14544
90525192,0.58162,0.13494
90552236,0.68915,-0.01753
90580312,0.82111,-0.06003
90608392,0.93353,-0.06216
90636480,0.87977,-0.07403
90664556,0.82111,0.01819
90691600,0.85044,0.08669
90718632,0.95308,0.06402
90745672,1.06549,-0.00670
90773752,1.18768,-0.04078
90801836,1.32942,-0.03573
90829924,1.41251,-0.04027
90857996,1.47605,-0.00596
90886076,1.51515,0.01818
90913116,1.52981,0.02559
90940160,1.59824,0.04283
90967204,1.58358,-0.01318
90995280,1.52004,-0.02014
91023364,1.64223,0.05768
91050400,1.90127,0.03364
91077436,2.92278,0.16130
91104476,2.99609,-0.41151
91132556,2.70772,-0.24841
91160640,3.13294,0.33887
91187676,3.24536,0.11174
91214720,3.22092,0.00041
91241760,3.12317,-0.00414
91269840,3.04008,0.02750
91296884,3.02542,0.03290
91323920,2.91789,-0.04658
91352000,2.54154,-0.11654
91380080,2.08211,-0.02089
91408160,1.80352,0.11799
91435208,1.73021,0.10957
91462244,1.74487,-0.01391
91490328,1.74487,-0.11194
91518396,1.78397,-0.08756
91546476,1.70088,-0.07628
91574556,1.50049,-0.01484
91602640,1.42717,0.11548
91629684,1.27566,0.06287
91656716,1.18280,0.05198
91683756,1.14858,0.02057
91710796,1.08993,-0.03812
91738876,1.02151,-0.04687
91766964,0.90909,-0.03885
91795040,0.85533,0.01542
91822084,0.75269,-0.00093
91850156,0.58162,-0.01094
91878232,0.41544,0.01986
91905276,0.07331,-0.02455
91933356,0.00489,0.10714
91960368,0.00000,0.03618
91987400,0.00000,-0.05205
92015508,1.08016,0.23382
92042564,0.04399,-0.74367
92070632,0.11730,0.22920
92097680,0.42033,0.32305
92124712,0.64516,0.05224
92151752,0.86999,-0.07267
92179832,1.20235,-0.05247
92207920,1.67155,-0.01567
92235996,2.17498,-0.03378
92264080,2.30205,-0.14367
92292160,2.07722,-0.07630
92320236,2.08700,0.21151
92347276,2.22874,0.20481
92374316,2.39980,0.04288
92401356,2.58553,-0.07409
92429440,2.72239,-0.12181
92457516,2.77615,-0.09905
92485596,2.74682,-0.03586
92513676,2.84946,0.08153
92540720,2.88856,0.03396
92567760,2.83969,-0.00954
92595840,2.73216,-0.00457
92623928,2.63441,0.02682
92650960,2.49267,0.01026
92678004,2.34115,0.00513
92705044,2.14076,-0.01376
92733120,2.02346,0.02053
92760172,1.98436,0.01467
92787204,1.92571,-0.03683
92815280,1.86217,-0.04069
92843360,1.70088,-0.04576
92871436,1.67644,0.05228
92898484,1.68622,0.03844
92925512,2.01857,0.08941
92952556,2.18475,-0.09383
92980636,1.27566,-0.38325
93008720,1.51026,0.40520
93035760,1.54448,0.13595
93062800,1.63245,-0.02171
93090884,1.75464,-0.08443
93118960,1.87195,-0.08850
93147036,2.06256,-0.02700
93175124,2.12610,-0.04578
93203196,1.95015,-0.05010
93231284,1.69110,0.04945
93258316,1.61779,0.16712
93285360,1.71554,0.11936
93312400,1.79863,-0.04298
93340484,1.97947,-0.07677
93368556,2.09189,-0.11340
93396640,1.95503,-0.12518
93424728,1.52493,-0.05429
93452796,1.06061,0.11778
93479840,0.77224,0.21342
93506884,0.96285,0.21821
93533920,1.45650,0.00562
93560964,1.70088,-0.30439
93589040,1.60802,-0.31294
93617116,1.21701,-0.10470
93645196,0.72336,0.14709
93672236,0.37146,0.28829
93699276,0.42033,0.27833
93726316,0.76735,0.06187
93753360,1.08016,-0.21369
93781432,1.08504,-0.32846
93809512,1.21212,-0.06961
93837596,1.30010,0.04706
93864640,1.61290,0.16095
93891684,1.83284,0.04076
93918712,0.72336,-0.37453
93946792,0.98240,0.50542
93973832,1.09482,0.16571
94000876,1.15836,-0.10838
94028968,1.36364,-0.12502
94057044,1.58847,-0.12213
94085128,1.73998,-0.09877
94113204,1.74976,-0.04907
94141280,1.57380,0.01070
94168320,1.32454,0.09645
94195356,1.24633,0.17657
94222404,1.27077,0.09337
94249440,1.25122,-0.05589
94277516,1.22190,-0.09661
94305608,1.37341,-0.01884
94333684,1.49560,-0.05325
94361768,1.55914,-0.05584
94389840,1.57869,-0.01272
94417932,1.54448,0.02490
94444960,1.58358,0.07909
94472000,1.63734,0.04865
94499040,1.62268,-0.01611
94527120,1.61290,-0.01308
94555208,1.62757,-0.00020
94583284,1.68133,0.00362
94610320,1.76442,-0.00663
94638408,1.80352,-0.03422
94666480,1.96970,0.02139
94693524,1.89150,-0.07594
94721600,1.72043,-0.02278
94749680,1.73021,0.11082
94776720,1.60313,0.01517
94803756,2.76637,0.36907
94830800,1.33431,-0.85524
94858880,1.42229,0.33476
94885932,1.67155,0.31629
94912964,1.82796,-0.01153
94941040,1.83284,-0.17265
94969120,1.91105,-0.07664
94997204,1.99902,-0.01191
95025288,2.08700,0.01811
95052320,2.11144,0.00950
95079360,1.89638,-0.03753
95107440,1.74976,0.07322
95134476,1.80352,0.12885
95161524,1.95015,0.03504
95188560,2.18475,-0.04875
95216648,2.39980,-0.10799
95244720,2.34604,-0.15441
95272800,2.29228,0.00388
95299836,2.14076,0.06376
95326876,2.10166,0.13103
95353920,2.22874,0.10825
95380956,2.26784,-0.04888
95409040,2.37048,-0.05773
95437124,2.40958,-0.07451
95465204,2.46823,-0.02190
95493288,2.50733,0.00347
95520320,2.44379,-0.00665
95548396,2.33627,0.02146
95575436,2.01369,-0.01481
95603520,1.95503,0.12977
95630564,1.94526,0.05289
95657600,1.72532,-0.10482
95685680,2.36559,0.18783
95712712,0.82111,-0.69999
95740792,0.95308,0.47713
95767832,0.56696,0.11238
95794880,0.04399,-0.04248
95822964,0.00489,0.11433
95849960,0.00000,-0.03792
95878040,0.00000,-0.12860
95906160,0.07331,-0.08846
95934240,0.34702,0.01032
95961284,0.53275,-0.03916
95989352,0.88954,0.04625
96016396,1.24633,0.02216
96043440,1.46628,-0.02964
96071520,1.51515,-0.02352
96099604,1.44184,0.03319
96126636,1.35386,0.09181
96153684,1.27566,0.08074
96180716,1.07038,-0.01446
96208800,0.85533,-0.02182
96236876,0.50831,-0.05835
96264964,0.02444,-0.05164
96293008,0.00000,0.14983
96320044,0.00000,0.00184
96347084,0.00000,-0.10141
96375160,0.00000,-0.09743
96403244,0.00000,-0.04087
96431324,0.00000,0.01461
96458364,0.00000,0.04436
96485404,0.00000,0.04743
96512436,0.00000,0.03399
96539484,0.00000,0.01560
96566524,0.00000,0.00023
96593560,0.00000,-0.00874
96621648,0.00000,-0.01147
96649716,0.00000,-0.00993
96677796,0.00000,-0.00645
96705884,0.00000,-0.00288
96734000,0.00489,0.00116
96761008,0.00000,-0.00201
96789080,0.00000,0.00267
96816120,0.00000,0.00252
96843156,0.00000,0.00124
96870200,0.00000,0.00018
96897236,0.00000,-0.00036
96925316,0.00000,-0.00048
96953404,0.00000,-0.00037
96981480,0.00000,-0.00019
97009560,0.00000,-0.00004
97037644,0.00000,0.00004
97064676,0.00000,0.00008
97091720,0.00000,0.00007
97118760,0.00000,0.00004
97145800,0.00000,0.00002
97172840,0.00000,-0.00000
97200920,0.00000,-0.00001
97229036,0.12708,0.03601
97256080,0.42033,0.03544
97283128,0.18573,-0.19697
97311168,0.00000,-0.00260
97339244,0.00000,0.14758
97366280,0.00000,0.07078
97393356,0.00978,-0.00749
97421436,0.64027,0.13065
97448476,1.30987,-0.08959
97476556,2.73705,0.03026
97503592,1.50049,-0.95000
97531680,1.97947,0.52170
97558724,2.42913,0.43296
97585756,2.26784,-0.05802
97613840,2.06256,-0.03720
97641916,1.45650,-0.08503
97669996,0.53763,-0.02634
97698076,0.00489,0.22725
97725080,0.00000,0.22226
97752124,0.00000,-0.12687
97780200,0.00000,-0.26577
97808320,0.03421,-0.19251
97836404,0.74780,0.12263
97863440,0.86510,-0.19552
97891520,0.60117,-0.13487
97919596,0.67449,0.25294
97946644,1.52004,0.43775
97973680,3.55816,0.35602
98000720,4.97067,-0.49479
98028800,4.99511,-0.83595
98056880,4.99511,-0.02337
98084964,4.99511,0.44686
98111992,5.00000,0.44740
98139032,5.00000,0.21862
98166084,5.00000,-0.01107
98194156,5.00000,-0.14384
98222244,4.99511,-0.17348
98250324,4.99511,-0.13033
98278408,5.00000,-0.06547
98306484,5.00000,-0.01227
98334564,4.99511,0.02300
98361600,5.00000,0.04219
98388644,4.99511,0.03402
98415688,4.99511,0.02592
98442728,4.99511,0.01278
98469764,5.00000,0.00338
98496800,5.00000,-0.00594
98524880,5.00000,-0.00682
98552968,5.00000,-0.00488
98581048,4.99511,-0.00404
98609128,4.99511,0.00098
98636164,4.67742,-0.08909
98664244,4.40860,0.04325
98691280,4.61877,0.21149
98718320,4.99022,0.04660
98745360,5.00000,-0.23705
98773436,5.00000,-0.12373
98801520,5.00000,0.01379
98828564,4.99511,0.07312
98855596,5.00000,0.07409
98882640,5.00000,0.03794
98909680,5.00000,0.00537
98936716,5.00000,-0.01424
98964804,5.00000,-0.02042
98992880,4.99511,-0.01886
99020972,4.86315,-0.04611
99049044,4.91202,0.06055
99076080,5.00000,0.02879
99103120,5.00000,-0.04760
99131200,5.00000,-0.02693
99159280,4.58455,-0.11620
99187364,4.63343,0.18472
99214404,4.53079,0.03434
99241436,4.07625,-0.11965
99269520,2.61486,-0.28360
99297604,1.26588,0.18958
99324636,0.10264,0.34780
99351644,0.00000,0.44482
99378680,0.00000,-0.12926
99406760,0.00000,-0.43343
99434880,0.00489,-0.36610
99462964,0.00978,-0.14507
99491040,0.22972,0.11487
99518076,1.12903,0.32875
99545124,1.58847,-0.07739
99573196,1.59824,-0.18157
99601276,2.13099,0.22358
99628316,2.25806,0.02560
99655356,1.66178,-0.15448
99683444,0.83578,0.05351
99710472,0.45455,0.34610
99737516,0.75269,0.31599
99764560,0.67937,-0.26221
99792640,0.01466,-0.48359
99820684,0.00000,0.05635
99847720,0.00000,0.05744
99874764,0.00000,-0.00469
99902844,0.00000,-0.01784
99930960,0.79179,0.22669
99957996,1.41740,-0.09495
99986076,0.44966,-0.60222
100014160,0.20039,0.27888
100042200,0.00000,0.37316
100070284,0.00000,0.23199
100098360,0.00000,-0.03197
100127484,0.00000,-0.15806
100156600,0.00000,-0.15287
100185720,0.00000,-0.08675
100214848,0.00000,-0.01737
100243960,0.00000,0.02733
100272040,0.00000,0.04317
100300120,0.00000,0.03831
100328204,0.00000,0.02389
100356284,0.00000,0.00881
100384360,0.00000,-0.00207
100413484,0.00000,-0.00746
100442628,1.18768,0.32834
100470712,4.52590,0.49419
100498796,5.00000,-1.31282
100527920,4.99511,-0.63146
100557040,3.88074,0.02868
100585120,1.25122,0.33899
100613200,0.99218,1.58692
100641276,2.06745,0.91142
100669356,2.67351,-0.63999
100698476,2.48778,-1.20134
100727596,0.26882,-1.16890
100756680,0.00000,0.73236
100784760,0.00000,0.68280
100812880,0.45455,0.27517
100840956,2.76637,0.32756
100869036,1.66667,-1.44955
100898160,0.02933,-0.49981
100927280,0.02444,1.01794
100955320,0.00000,0.62915
100983404,0.00000,0.07738
101011484,0.00000,-0.22242
101040600,0.00000,-0.26410
101069720,0.00000,-0.17235
101098844,0.00000,-0.05621
101127964,0.00000,0.02684
101156040,0.00000,0.06280
101184116,0.00000,0.06187
101212204,0.00000,0.04178
101240280,0.00000,0.01790
101268364,0.00000,-0.00064
101297508,0.39101,0.10013
101325592,0.80156,-0.04355
101354712,1.15836,-0.12676
101383840,2.02346,0.06691
101411920,2.72239,-0.09859
101441036,3.17204,-0.14285
101470160,3.28935,-0.06853
101499276,2.56598,-0.09038
101528400,1.74487,0.24458
101556476,1.74487,0.57153
101584556,2.00391,0.18721
101612644,2.50733,-0.17614
101641760,2.72239,-0.46397
101670880,1.89638,-0.58138
101700000,0.12219,-0.22465
101729080,0.00000,0.91303
101757156,0.00000,0.44801
101785236,0.00000,-0.11172
101814368,0.00000,-0.32030
101843480,0.00000,-0.26176
101872604,0.00000,-0.10833
101901760,0.00489,0.02500
101929836,0.69892,0.28563
101957916,2.14565,0.24694
101985992,3.00587,-0.33999
102015124,4.92180,0.07114
102043200,4.99511,-0.62655
102071300,5.00000,0.00451
102100404,4.99511,0.42000
102128476,5.00000,0.41598
102156556,5.00000,0.19067
102184632,5.00000,-0.03258
102213760,5.00000,-0.15775
102242876,4.78983,-0.23833
102272004,3.82209,-0.32866
102301120,3.75855,0.31362
102329200,4.42326,0.34639
102357280,4.98534,-0.15174
102386396,5.00000,-0.44408
102415520,5.00000,-0.13708
102444636,5.00000,0.11981
102472720,5.00000,0.19524
102500796,5.00000,0.14817
102528876,5.00000,0.06206
102556952,5.00000,-0.00925
102586076,5.00000,-0.04627
102615200,5.00000,-0.05209
102644316,5.00000,-0.03919
102673448,5.00000,-0.02027
102702560,5.00000,-0.00383
102731684,4.98045,0.00078
102759764,4.98045,0.01743
102787840,5.00000,0.01806
102815928,4.17400,-0.23649
102845040,2.60997,-0.13641
102874160,3.15738,0.87454
102902236,2.09677,-0.31315
102931352,3.52395,0.47923
102959432,4.26197,-0.44107
102988556,4.93646,-0.52021
103017676,4.40371,-0.56472
103046800,2.55132,-0.20074
103075924,1.21701,0.77674
103103996,0.76246,0.96320
103132076,1.01662,0.40696
103160160,1.65200,-0.27253
103189276,2.44379,-0.60846
103218396,2.70772,-0.70495
