TIME,ECG,ECG_Filtered
258179436,1.88661,-0.18173
258208556,2.73216,-0.56669
258237676,3.56305,-0.36164
258266796,4.30108,-0.04736
258295920,4.78983,0.14316
258323996,4.36950,0.05552
258352072,4.16422,0.43556
258380156,4.24242,0.44791
258408236,4.24731,0.07886
258436312,4.00782,-0.21964
258465432,2.60997,-0.52493
258494564,0.16618,-0.30938
258523636,0.00000,0.97760
258551720,0.00000,0.29422
258579800,0.00000,-0.36044
258608920,0.00000,-0.49751
258638040,0.00000,-0.30840
258667164,0.00000,-0.05136
258696292,0.00000,0.12583
258724360,0.00000,0.18745
258752436,0.00000,0.16181
258780516,0.00000,0.09598
258808632,1.30987,0.40024
258836712,0.64516,-0.69785
258865836,0.96774,0.09043
258893916,1.01662,0.05372
258921996,1.36364,0.14405
258950080,2.09677,0.12453
258978160,3.32356,0.04143
259006236,4.66764,-0.17615
259035356,4.99511,-0.52708
259064476,4.99511,-0.12986
259093604,4.99511,0.30178
259121672,5.00000,0.37484
259149752,5.00000,0.21691
259177836,4.96090,0.01290
259205916,4.24242,-0.29206
259235040,3.60215,-0.04850
259264160,3.33333,0.15770
259292248,3.27468,0.06177
259320320,2.62952,-0.29247
259349440,1.71554,-0.18773
259378552,1.11437,0.16349
259406636,0.88465,0.24187
259434720,0.68426,0.01493
259462796,0.31281,-0.16768
259491884,0.00000,-0.08323
259521000,0.00000,0.07774
259549080,0.00000,0.00319
259577164,0.00000,-0.03431
259606280,0.00000,-0.01915
259635404,0.00000,0.01132
259663480,0.00000,0.03087
259691564,0.00000,0.03295
259719676,0.08798,0.04774
259747748,1.18768,0.28747
259775832,2.43891,-0.07500
259804956,3.57282,-0.32801
259834080,4.12023,-0.38970
259863200,3.75367,-0.23661
259892328,1.83773,-0.10390
259921436,0.07331,0.66700
259949480,0.00000,1.15865
259977560,0.00000,0.15062
260005640,0.00000,-0.54818
260034760,0.00000,-0.65025
260063880,0.00000,-0.40973
260093008,0.00000,-0.10453
260122164,0.01955,0.11568
260150236,0.00489,0.18447
260178276,0.00000,0.18285
260206356,0.00000,0.12344
260234440,0.00000,0.04928
260262524,0.00000,-0.00703
260291648,0.00000,-0.03603
260320764,0.00000,-0.04168
260349916,0.04888,-0.01930
260379032,0.28837,0.03005
260407108,0.26882,-0.11020
260436232,1.98925,0.46155
260464312,0.48387,-1.03891
260493444,0.80156,0.42375
260521516,1.29032,0.41680
260549604,1.68133,0.03229
260577676,2.04301,-0.13675
260606792,2.00391,-0.23978
260635916,1.40274,-0.18093
260665036,0.96774,0.20167
260693120,0.67449,0.27194
260721196,0.70870,0.18910
260749280,0.87488,-0.04638
260778396,0.70381,-0.30345
260807516,0.38123,-0.20545
260836632,0.65982,0.17812
260864716,1.08993,0.09645
260892796,1.12903,-0.17137
260921916,1.60313,0.06879
260949996,2.30205,0.08333
260978076,2.79081,-0.09828
261007200,2.74194,-0.20146
261036316,2.31672,-0.03416
261065432,2.03812,0.26808
261093520,2.52688,0.44709
261121596,2.79570,-0.05744
261150712,2.29717,-0.44606
261179836,1.70088,-0.15315
261208960,1.52981,0.23061
261237036,3.07429,0.60960
261265120,2.91789,-0.65505
261294244,3.68524,-0.09003
261323356,4.82893,0.07570
261351440,4.98045,-0.32835
261380556,4.79472,-0.07189
261409676,4.14956,0.14607
261437760,4.03715,0.51690
261465832,4.42815,0.38880
261493920,4.47214,-0.19087
261523036,3.95894,-0.44000
261552164,3.63148,-0.08884
261581276,4.10557,0.27580
261609356,4.95112,0.09449
261637444,4.99511,-0.43096
261666556,5.00000,-0.17316
261695688,4.99511,0.09833
261723752,5.00000,0.19664
261751840,3.24536,-0.34629
261780960,0.75269,0.01463
261809040,0.00489,0.99428
261837084,0.00000,0.50340
261865156,0.00000,-0.37464
261894288,0.00000,-0.66230
261923400,0.00000,-0.48312
261952532,0.00000,-0.15732
261981640,0.00000,0.10022
262009756,0.43011,0.33884
262037832,0.84555,0.16922
262065912,2.50244,0.38761
262094000,2.20430,-0.68244
262123112,4.78983,0.66641
262151204,4.99022,-0.67623
262180316,5.00000,-0.24912
262209436,5.00000,0.26166
262237512,5.00000,0.37895
262265592,5.00000,0.23129
262293680,5.00000,0.02713
262321756,5.00000,-0.11168
262350880,5.00000,-0.15624
262379996,5.00000,-0.13060
262409124,5.00000,-0.07399
262438244,5.00000,-0.01833
262467364,4.99511,0.01801
262495444,4.77517,-0.02480
262524560,4.93646,0.16433
262552644,5.00000,0.01818
262580720,5.00000,-0.05278
262609840,5.00000,-0.02813
262638968,5.00000,0.00113
262667040,5.00000,0.01372
262695124,4.99511,0.01144
262723196,4.12512,-0.23846
262752328,2.38025,-0.16742
262781436,1.97947,0.67695
262809512,2.53666,0.52068
262837596,2.52688,-0.40736
262866712,0.55718,-1.03284
262895836,0.00489,0.33311
262923916,0.00978,0.50826
262952004,0.00489,0.05916
262980076,1.61779,0.27318
263008156,3.34800,-0.30172
263037272,4.12512,-0.76953
263066396,4.44282,-0.33992
263095516,4.96579,0.34734
263123596,4.99511,0.33887
263151680,5.00000,0.36217
263179756,5.00000,0.23136
263207832,5.00000,0.03967
263235912,5.00000,-0.10738
263265036,4.74096,-0.24053
263294156,2.12610,-0.79566
263323284,0.15152,0.36650
263351364,0.35191,1.16388
263379436,0.99218,0.20592
263407516,1.54448,-0.64351
263436636,2.39492,-0.61483
263465756,3.35288,-0.35286
263494876,3.86119,-0.19783
263523996,3.87586,0.05489
263552080,3.95894,0.43227
263580156,4.14467,0.46684
263608236,4.28641,0.21964
263636312,4.65298,0.06793
263664396,4.92180,-0.16809
263693512,4.76051,-0.32195
263722632,4.76051,-0.05465
263751764,4.84848,0.05786
263779836,4.23265,-0.17107
263808956,4.40860,0.28281
263837044,1.30987,-0.84006
263866156,0.77713,0.94361
263894236,1.41740,0.80389
263922316,1.78886,-0.31592
263951440,2.00880,-0.68446
263980556,2.26784,-0.43172
264009676,1.75464,-0.31559
264038800,1.74976,0.34730
264066876,2.20430,0.49389
264094960,2.17986,0.02224
264123040,2.52688,0.07949
264151124,2.88856,-0.03491
264180232,2.59531,-0.28137
264209356,2.67840,0.08462
264237432,2.72727,0.08414
264265516,2.64907,-0.00651
264294640,2.80547,0.06431
264322724,2.99609,-0.01085
264351844,3.12805,-0.08465
264380960,3.17204,-0.08329
264410084,3.18671,-0.01385
264439200,3.32356,0.07636
264467280,2.98143,-0.09646
264496400,2.52688,0.01274
264524476,2.36070,0.19849
264552572,1.96970,0.01147
264580636,2.07722,0.11883
264608720,2.25318,-0.05574
264637840,2.39003,-0.17492
264666960,3.39198,0.11319
264695036,1.87683,-0.83104
264724160,1.74487,0.44046
264752244,1.36852,0.35159
264780320,0.37146,-0.01322
264809400,0.00000,0.23648
264837512,0.00978,0.12386
264865556,0.00000,-0.18752
264894680,0.00000,-0.26148
264923840,0.56207,-0.01375
264952968,1.65200,0.05714
264981040,2.45846,-0.21451
265010152,0.71359,-0.83689
265039280,0.00489,0.57300
265067320,0.00000,0.88323
265095400,0.00000,0.27380
265123480,0.00000,-0.19190
265152604,0.00000,-0.33336
265181720,0.00000,-0.26126
265210844,0.00000,-0.11858
265239964,0.00000,0.00283
265268036,0.00000,0.06869
265296116,0.00000,0.08262
265324204,0.00000,0.06442
265352284,0.00000,0.03482
265380364,0.00000,0.00822
265408444,0.00000,-0.00878
265437596,0.06354,0.00241
265465672,1.82307,0.45995
265493756,3.57771,-0.18349
265522880,4.87292,-0.57488
265552004,4.65787,-0.69324
265581112,4.91691,0.34320
265609204,4.99511,0.51711
265637280,4.99511,0.37534
265665356,5.00000,0.15941
265693436,4.94624,-0.05745
265722552,4.41838,-0.28249
265751684,3.86119,-0.12252
265780800,3.75855,0.13188
265808880,3.92473,0.06350
265836960,4.43304,-0.03598
265866076,4.93157,-0.20203
265895192,4.87781,-0.33126
265924316,4.57478,-0.07065
265953444,4.01760,0.15165
265981516,3.71945,0.37247
266009596,3.83675,0.32817
266037680,4.26686,0.06388
266065756,4.26686,-0.35577
266094876,4.22287,-0.25129
266124000,4.31085,-0.01325
266153128,4.21310,0.00188
266181200,4.03226,0.05291
266209292,3.89052,0.10944
266237364,3.23558,-0.07001
266266480,1.48583,-0.24373
266295596,0.06843,0.30296
266323636,0.00000,0.68351
266351728,0.00000,-0.00897
266380840,0.00000,-0.43521
266409964,0.00000,-0.42893
266439084,0.00000,-0.21101
266468204,0.00000,0.01170
266496288,0.00000,0.14137
266524356,0.00000,0.16933
266552444,0.00000,0.13055
266580556,0.02444,0.07438
266608636,0.58651,0.16106
266636716,1.77908,0.09861
266664792,4.74585,0.26698
266692876,4.99022,-1.22630
266722000,5.00000,-0.41750
266751124,5.00000,0.40182
266779196,5.00000,0.61160
266807276,5.00000,0.41112
266835360,4.99511,0.10517
266863432,5.00000,-0.11372
266892556,5.00000,-0.20784
266921676,5.00000,-0.19113
266950808,5.00000,-0.12020
266979924,5.00000,-0.04268
267009048,5.00000,0.01421
267037120,5.00000,0.04247
267065200,3.68035,-0.32744
267094316,1.06061,-0.21115
267123436,0.01466,0.91972
267151480,0.00000,0.72134
267179556,0.00000,-0.21430
267208680,0.00000,-0.61760
267237800,0.00000,-0.51103
267266960,0.00978,-0.20439
267296076,0.87488,0.30087
267324160,0.00978,-0.37587
267353248,0.00000,0.39204
267381320,0.00000,0.35615
267409400,0.00000,0.13744
267437480,0.00000,-0.02946
267466596,0.00000,-0.10023
267495752,0.00489,-0.09843
267524840,0.00000,-0.06921
267553960,0.00000,-0.02640
267583080,0.00000,0.00203
267611168,0.00000,0.01552
267639268,0.67937,0.21027
267667352,1.61290,0.02327
267695432,1.06549,-0.60734
267724560,2.17498,0.42089
267752644,4.02248,0.36277
267780716,4.65298,-0.52022
267809844,4.99022,-0.30959
267838960,4.99511,0.03450
267867036,4.99511,0.31881
267895112,5.00000,0.30769
267923192,5.00000,0.13555
267951276,5.00000,-0.03248
267980392,5.00000,-0.12521
268009524,5.00000,-0.13850
268038640,5.00000,-0.10147
268067764,5.00000,-0.04816
268096888,5.00000,-0.00259
268126004,5.00000,0.02465
268154080,5.00000,0.03350
268182160,5.00000,0.02952
268210244,5.00000,0.01954
268238328,5.00000,0.00900
268266400,5.00000,0.00103
268294480,5.00000,-0.00336
268323600,5.00000,-0.00472
268352724,4.99511,-0.00547
268381844,4.97067,-0.00775
268410968,4.18866,-0.21286
268440080,2.04790,-0.30988
268469192,0.88954,0.59863
268497268,1.02151,0.75618
268525352,0.87977,-0.17722
268554472,1.28543,-0.34389
268583596,2.10166,-0.33216
268612724,2.91789,-0.33223
268641840,3.99316,-0.08192
268670956,4.72629,-0.06449
268700076,4.87781,-0.01230
268729196,4.79472,0.23604
268757272,4.67253,0.36746
268785356,3.51417,-0.01849
268814484,2.78592,0.29559
268842556,2.92278,0.38054
268870636,2.03324,-0.45580
268899752,1.17791,-0.31752
268928876,1.81818,0.32103
268956956,2.57087,-0.09072
268986076,3.16227,-0.38756
269015204,4.07136,-0.15629
269044316,3.69990,-0.40052
269073444,3.54839,0.25105
269101516,3.11339,0.36097
269129596,2.97165,0.42945
269157680,2.69306,0.11358
269185760,2.57087,-0.02548
269214884,1.61779,-0.39525
269243996,0.14663,-0.25326
269273080,0.00000,0.50548
269301160,0.00000,0.15029
269329240,0.00000,-0.21793
269358368,0.00000,-0.28455
269387484,0.00000,-0.16367
269416612,0.00000,-0.01011
269445720,0.00000,0.09013
269473808,0.00000,0.11932
269501880,0.00000,0.09733
269529960,0.00000,0.05381
269558052,0.00000,0.01220
269586120,0.00000,-0.01545
269615244,0.00000,-0.02698
269644388,1.08993,0.28277
269672484,3.65103,0.29830
269700556,2.70772,-1.41337
269729676,0.68915,-0.55372
269758796,0.23460,1.13004
269786880,2.53666,1.58672
269814960,2.44379,-0.76789
269844076,3.87097,-0.28351
269873200,4.89247,-0.48999
269902316,4.99511,-0.52893
269931436,5.00000,0.05558
269959512,5.00000,0.39719
269987596,4.99511,0.38087
270015684,4.99511,0.19505
270043752,4.14467,-0.23907
270072884,3.91496,0.14124
270100956,4.97067,0.38175
270129040,4.98534,-0.52720
270158156,3.63148,-0.76102
270187280,1.94037,-0.03841
270216392,0.61584,0.59365
270244472,0.03910,0.66483
270272564,0.03421,0.21982
270300600,0.00000,-0.36356
270329720,0.00000,-0.47059
270358840,0.00000,-0.30195
270388000,0.01466,-0.06024
270417084,0.00000,0.09645
270445160,0.00000,0.17414
270473244,0.00000,0.15611
270501320,0.00000,0.09489
270529404,0.00000,0.03060
270557512,1.97947,0.54595
270585592,4.82405,0.02683
270613680,4.99511,-1.37610
270642800,4.99511,-0.40797
270671920,5.00000,0.45775
270700000,5.00000,0.65076
270728080,4.99511,0.42493
270756164,5.00000,0.10779
270784232,5.00000,-0.12768
270813360,5.00000,-0.21817
270842476,5.00000,-0.19751
270871612,5.00000,-0.12287
270900724,5.00000,-0.04264
270929840,5.00000,0.01569
270957920,5.00000,0.04432
270986004,4.99511,0.04679
271014092,4.85337,-0.00101
271043200,4.19844,-0.11023
271072324,3.32845,0.02882
271100396,2.51711,0.18865
271128476,1.80352,0.16654
271156556,1.72043,0.19122
271184636,1.78397,-0.10864
271213760,1.82307,-0.29613
271242876,1.79863,-0.25291
271272004,1.81818,-0.06027
271301116,1.30010,-0.08713
271330236,0.62072,0.11882
271358316,0.42522,0.39487
271386396,1.34897,0.47967
271414476,3.66080,0.24103
271442556,2.93255,-1.40323
271471684,4.01760,0.12436
271499756,4.93646,0.20709
271527836,4.99022,-0.10390
271556952,5.00000,0.14693
271585032,5.00000,0.26217
271613124,4.99511,0.18569
271641192,5.00000,0.04420
271669276,5.00000,-0.07546
271698396,4.23265,-0.34044
271727524,3.35777,-0.07137
271756640,2.82014,0.22984
271784720,2.49756,0.17148
271812808,1.93548,-0.11974
271841916,1.50049,-0.08957
271871040,1.13881,-0.05289
271900156,0.99218,0.01567
271928240,0.87488,-0.02990
271957356,0.96774,0.01549
271985436,1.13881,-0.01056
272014560,1.32942,-0.03047
272043676,1.64712,0.02111
272071764,1.93060,-0.00354
272100880,2.20919,0.00959
272128956,2.34604,-0.01186
272158076,2.05767,-0.07470
272187196,2.32649,0.25657
272215276,2.80547,0.15070
272243352,4.11535,0.15296
272271436,3.76344,-0.70992
272300556,3.91496,-0.03472
272329672,4.50147,0.30859
272357756,4.73118,0.03034
272385840,4.74585,-0.05590
272414956,4.96090,0.08999
272443036,4.99511,-0.00642
272472160,5.00000,-0.00749
272501280,4.93646,-0.01452
272530396,4.35484,-0.14158
272559516,3.76833,0.05040
272587600,3.26491,0.14756
272615680,2.48289,-0.00789
272644796,1.76442,0.02312
272672880,0.63050,-0.12123
272701996,0.00978,0.14795
272730040,0.00000,0.18309
272758120,0.00000,-0.14769
272787240,0.00000,-0.25526
272816364,0.00000,-0.16388
272845480,0.00000,-0.01855
272874608,0.00000,0.08477
272902684,0.00000,0.11911
272930760,0.00000,0.10010
272958844,0.00000,0.05682
272986924,0.00000,0.01383
273015040,0.00489,-0.01415
273044152,1.00196,0.25249
273072236,3.13783,0.20260
273100316,4.98045,-0.45948
273129436,4.99511,-0.96871
273158560,5.00000,0.00010
273186640,5.00000,0.56125
273214720,4.99511,0.55719
273242796,5.00000,0.28513
273270884,5.00000,-0.00456
273299992,5.00000,-0.17323
273329116,5.00000,-0.21197
273358240,4.12023,-0.41470
273387368,3.47996,0.06165
273415440,3.09384,0.25643
273443520,3.15738,0.23142
273471604,3.56794,0.02410
273499676,4.06647,-0.20135
273528792,4.46237,-0.27085
273557916,4.74585,-0.14775
273587040,4.73607,-0.03008
273616160,4.58944,0.13974
273644236,4.43304,0.23065
273672320,4.39394,0.21051
273700396,4.22287,0.01286
273728472,4.12512,-0.03491
273757596,3.93451,-0.10736
273786720,3.52395,-0.13969
273815840,3.33333,0.04569
273843920,3.00587,-0.01234
273873040,3.80743,0.32207
273901116,2.88856,-0.57885
273929220,2.54643,0.04648
273958316,2.64907,0.30794
273986396,2.57087,0.03481
274014476,2.43891,-0.07333
274043600,2.18475,-0.08767
274072724,2.11144,0.04843
274100796,2.25806,0.08658
274128880,2.20430,-0.08412
274158000,1.88172,-0.12941
274187120,1.74487,0.07837
274215196,1.60313,0.07821
274243276,1.40762,0.01661
274271360,1.09971,-0.03284
274300476,0.18573,-0.17045
274329560,0.00000,0.27750
274357640,0.00000,0.14632
274385720,0.00000,-0.09798
274414840,0.00000,-0.17328
274443960,0.00000,-0.11996
274473088,0.00000,-0.03013
274502200,0.00000,0.03719
274530280,0.00000,0.06416
274558360,0.00000,0.05841
274586444,0.00000,0.03629
274614524,0.00000,0.01226
274642604,0.00000,-0.00529
274671724,0.00000,-0.01388
274700840,0.00000,-0.01496
274729956,0.00000,-0.01156
274759080,0.00000,-0.00664
274788204,0.00000,-0.00226
274817320,0.00000,0.00065
274845400,0.00000,0.00198
274873484,0.00000,0.00212
274901560,0.00000,0.00159
274929636,0.00000,0.00088
274957720,0.00000,0.00026
274985800,0.00000,-0.00013
275014920,0.00000,-0.00030
275044068,0.01955,0.00524
275072120,0.00000,-0.01309
275101244,0.00000,0.00408
275129320,0.00000,0.00454
275157400,0.00000,0.00152
275185480,0.00000,-0.00066
275214600,0.00000,-0.00137
275243720,0.00000,-0.00111
275272848,0.00000,-0.00052
275301964,0.00000,-0.00001
275331084,0.00000,0.00028
275359156,0.00000,0.00034
275387240,0.00000,0.00027
275415368,0.11730,0.03340
275443436,0.70381,0.12229
275471528,2.83480,0.36512
275499596,2.25806,-1.04887
275528728,3.46041,0.27428
275556796,4.31574,0.13900
275584884,4.93646,0.00744
275612960,4.99511,-0.09133
275642076,5.00000,0.12589
275670160,5.00000,0.20320
275698236,4.99511,0.12282
275726316,5.00000,0.00409
275754400,4.99022,-0.08907
275783520,4.85826,-0.14570
275812644,4.99511,-0.00058
275841760,5.00000,-0.07839
275870888,5.00000,-0.04424
275900000,5.00000,0.00518
275928084,5.00000,0.03295
275956160,4.99511,0.03585
275984248,4.97556,0.02390
276012324,4.70186,-0.05552
276041440,4.97556,0.18559
276069528,5.00000,-0.05811
276098640,5.00000,-0.08302
276127764,5.00000,-0.03301
276156880,5.00000,0.00726
276184964,5.00000,0.02235
276213040,4.66276,-0.07580
276242160,3.57282,-0.17205
276271284,0.58162,-0.38330
276300396,0.00489,1.10570
276328436,0.00000,0.56150
276356516,0.00000,-0.32689
276385676,0.31769,-0.53476
276414804,1.49071,-0.24796
276443920,2.74682,-0.28651
276473036,3.52395,-0.32188
276502156,3.89541,-0.04979
276531284,3.94428,0.25278
276559360,3.92962,0.44069
276587436,3.64614,0.29787
276615520,3.09873,0.10831
276643596,2.60997,0.06177
276671684,1.71554,-0.16624
276700796,0.12708,-0.29685
276729888,0.00000,0.42246
276757964,0.00000,0.02657
276786040,0.00000,-0.30855
276815160,0.00000,-0.31697
276844284,0.00000,-0.14850
276873404,0.00000,0.02855
276901480,0.00000,0.13053
276929564,0.00000,0.14862
276957640,0.00000,0.11184
276985720,0.00000,0.05593
277013840,0.24927,0.07753
277041880,0.00000,-0.18756
277071004,0.00000,0.01925
277099112,0.08309,0.05072
277127200,0.46432,0.07486
277155276,1.03128,-0.01483
277184396,1.30499,-0.21000
277213516,1.31965,-0.16100
277242636,1.46628,0.09720
277270724,1.27077,0.04179
277298796,0.97752,0.09248
277326880,0.33236,0.02028
277354916,0.00000,0.18794
277383000,0.00000,0.14621
277411080,0.00000,-0.10472
277440200,0.00000,-0.20054
277469324,0.00000,-0.15406
277498440,0.00000,-0.05671
277527572,0.00000,0.02456
277555640,0.00000,0.06442
277583720,0.00000,0.06666
277611808,0.00000,0.04712
277639880,0.00000,0.02174
277668004,0.01955,0.00653
277696040,0.00000,-0.02387
277725160,0.00000,-0.01045
277754276,0.00000,-0.00811
277783400,0.00000,-0.00670
277812520,0.00000,-0.00431
277841644,0.00000,-0.00162
277870760,0.00000,0.00047
277898840,0.00000,0.00157
277926960,0.01466,0.00592
277954996,0.00000,-0.00828
277984120,0.00000,0.00394
278012200,0.00000,0.00368
278040276,0.00000,0.00102
278068364,0.00000,-0.00080
278097520,0.00489,0.00005
278125560,0.00000,-0.00428
278154680,0.00000,0.00053
278182796,0.02444,0.00803
278210844,0.00000,-0.01550
278239960,0.00000,0.00536
278268044,0.00000,0.00560
278296120,0.00000,0.00172
278324244,0.00489,0.00041
278352316,0.02444,0.00192
278380392,0.06843,0.00295
278408472,0.01466,-0.03517
278437592,0.21994,0.07344
278465680,0.52786,0.02593
278493752,1.02151,-0.00313
278522884,1.32942,-0.13458
278552000,1.59335,-0.07192
278581120,1.70088,-0.01743
278610252,1.51026,-0.00031
278639356,2.39003,0.43246
278667436,0.76735,-0.67175
278696552,0.75758,0.47783
278724640,0.48387,0.19803
278752720,0.16129,-0.04396
278781804,0.00000,-0.07866
278810960,0.00489,-0.08229
278840076,0.24927,-0.05674
278869196,0.59629,-0.08479
278898312,0.54741,-0.20492
278927440,0.19550,-0.08362
278956516,0.00000,0.20709
278984600,0.00000,0.26274
279012680,0.00000,0.08493
279040760,0.00000,-0.04774
279069916,0.01955,-0.08514
279099036,0.43011,0.03475
279127120,0.76246,-0.10004
279156232,0.84066,-0.17123
279185356,1.33920,0.10606
279213436,1.69110,0.00763
279241520,1.98436,-0.01051
279270640,1.96481,-0.06135
279299760,1.47605,-0.06195
279328880,1.72043,0.36151
279356956,1.90127,0.10065
279385036,1.84262,-0.15936
279414156,1.93060,-0.07844
279443276,1.74976,-0.13286
279472396,2.92766,0.37591
279500480,1.35386,-0.84499
279529604,1.54448,0.46911
279557676,2.10166,0.42140
279585760,2.76637,0.00261
279613840,2.87390,-0.40004
279642956,2.43402,-0.33153
279672076,2.09189,0.12263
279700152,2.11144,0.36080
279728244,1.67155,0.02141
279756316,1.35386,0.03863
279784396,1.07038,0.00297
279812472,1.18768,0.06355
279840556,1.36364,-0.08805
279869676,1.53470,-0.16192
279898800,1.71065,-0.11175
279927924,1.61779,-0.09997
279957040,1.41251,0.03711
279985120,1.44184,0.21646
280013200,1.62268,0.16304
280041280,1.69599,-0.03477
280070400,1.65200,-0.10873
280099520,1.77908,0.00381
280127604,1.72532,-0.06109
280156716,1.54936,-0.04053
280185840,1.45161,0.06255
280213920,1.26588,0.02860
280242004,2.37537,0.39144
280270080,1.21701,-0.75176
280299200,1.29032,0.22251
280327284,1.55425,0.26268
280355360,1.62757,-0.03386
280384480,1.65689,-0.10245
280413604,1.73509,-0.03934
280442724,1.87195,0.01103
280470800,1.93548,-0.01429
280499916,1.78397,-0.05149
280529044,1.54448,0.01817
280557120,1.45161,0.12490
280585200,1.48094,0.09258
280613284,1.53470,-0.01872
280642400,1.57380,-0.08468
280671516,1.64712,-0.06306
280700640,1.73021,-0.03266
280729764,1.78886,-0.01253
280758884,1.77908,-0.00252
280788008,1.73509,0.02633
280816080,1.70577,0.05112
280844160,1.66178,0.03096
280872236,1.76931,0.05293
280900320,1.72532,-0.06408
280929448,1.66178,-0.04601
280958564,1.65200,0.01138
280986648,1.55425,-0.01435
281015760,2.70772,0.36405
281043840,1.28543,-0.82595
281072972,1.49071,0.39426
281101040,1.65689,0.26672
281129128,1.73998,-0.01248
281158244,1.78886,-0.11180
281187368,1.84751,-0.08109
281216480,1.91593,-0.02825
281245604,1.89638,-0.01940
281274720,1.60313,-0.04855
281303840,1.43206,0.10444
281331920,1.49560,0.15651
281360004,1.57380,0.01163
281388088,1.59335,-0.09702
281417200,1.59824,-0.08484
281446320,1.58847,-0.03526
281475440,1.57869,0.01119
281503520,1.57869,0.03328
281531600,1.60313,0.03439
281559688,1.61779,0.00917
281587768,1.65689,0.00443
281615840,1.67644,-0.01357
281644964,1.72043,-0.00249
281674080,1.83773,0.01602
281702156,1.76442,-0.06540
281731284,1.70088,-0.00015
281760400,1.96970,0.12930
281788484,2.13587,-0.02737
281817596,3.26979,0.21267
281845676,1.54936,-0.93679
281874796,1.65200,0.52813
281902876,1.58358,0.34666
281930960,1.43695,0.03889
281959040,1.22190,-0.11146
281988160,1.21212,-0.04651
282017276,1.42229,-0.01678
282046396,1.52981,-0.12173
282075516,1.36364,-0.15691
282104636,1.21212,0.02328
282132712,1.10948,0.12507
282160800,1.25611,0.16936
282188892,1.46628,0.03521
282216964,1.49560,-0.12647
282246084,1.60313,-0.05089
282275200,1.61290,-0.03932
282304320,1.69599,0.03880
282332400,1.79374,0.03885
282360476,1.88172,0.01064
282388564,1.89638,-0.02353
282417680,1.89638,-0.00387
282446796,1.95015,0.02961
282474876,1.90616,-0.01892
282504000,1.98436,0.03379
282532080,1.82796,-0.06814
282561204,1.73021,0.01361
282589288,1.73021,0.05812
282617364,1.66178,-0.01168
282646480,3.18671,0.43192
282674564,1.46628,-1.07832
282703684,1.71065,0.44774
282731756,2.11144,0.39729
282759836,2.50733,0.02485
282787920,2.63441,-0.23561
282817036,2.27761,-0.26855
282846156,1.90127,0.03438
282874236,1.56403,0.19245
282902316,1.32454,0.17767
282930396,1.06549,0.03197
282958476,0.85533,-0.04448
282987600,0.85044,-0.02916
283016716,1.08993,-0.02710
283045840,1.33920,-0.11280
283074956,1.34409,-0.17373
283104076,1.48094,0.02515
283132156,1.69110,0.10361
283160236,2.01857,0.10432
283188320,2.39492,0.03450
283216396,2.59042,-0.07840
283245516,2.64907,-0.05972
283274640,2.65396,0.02312
283302716,2.52688,0.03540
283330796,2.65396,0.14038
283358876,2.86901,0.04811
283386964,3.26491,-0.01947
283416076,3.57282,-0.14239
283445196,3.64614,-0.17225
283474320,3.91984,0.04897
283502396,3.90518,-0.01315
283531516,4.87781,0.34822
283559600,3.48974,-0.66986
283588724,3.07429,0.29762
283616796,2.51711,0.29518
283644880,1.66178,0.04934
283672960,0.79668,0.00050
283701036,0.33236,0.08079
283729120,0.15640,-0.01853
283758236,0.28348,-0.11577
283787360,0.34702,-0.25187
283816480,0.03421,-0.27640
283845596,0.34213,0.18835
283873680,1.65689,0.41026
283901756,2.30205,-0.24609
283930876,1.89638,-0.48365
283960000,1.37830,0.06494
283988084,0.74291,0.35343
284016156,0.42522,0.44313
284044236,0.21994,0.16722
284072316,0.83089,0.10578
284100400,2.73216,0.05511
284128476,4.18866,-0.65042
284157596,4.81916,-0.77029
284186720,4.99511,-0.21225
284215832,5.00000,0.34962
284243916,4.99511,0.55424
284271996,4.99511,0.41075
284300072,5.00000,0.14181
284328152,5.00000,-0.08035
284357272,5.00000,-0.18214
284386404,5.00000,-0.18134
284415520,5.00000,-0.12389
284444648,4.99511,-0.05480
284473764,5.00000,0.00562
284501840,5.00000,0.03235
284529920,5.00000,0.04043
284558000,5.00000,0.03450
284586084,5.00000,0.02207
284614164,5.00000,0.00949
284642244,5.00000,0.00025
284670320,4.98534,-0.00882
284699444,4.49658,-0.13896
284728564,4.16911,0.08801
284756636,4.19844,0.20572
284784724,4.50635,0.09015
284812796,4.96579,-0.08798
284841912,5.00000,-0.31357
284871036,5.00000,-0.11547
284900156,5.00000,0.07369
284928236,5.00000,0.13552
284956320,4.67742,0.01487
284984404,3.59238,-0.14053
285013520,2.84457,0.24172
285041596,3.54839,0.59878
285069676,3.47019,-0.32971
285098796,2.91300,-0.52188
285127916,3.33333,0.13092
285155996,3.91007,0.06946
285184084,3.91496,-0.24736
285213196,3.34800,-0.20385
285242320,3.76344,0.45590
285270396,4.22776,0.22462
285298476,4.41838,-0.12417
285327596,4.33040,-0.19532
285356716,3.98827,-0.08735
285385840,4.89247,0.45751
285413916,3.31378,-0.67710
285443036,4.35973,0.73232
285471116,4.42326,-0.12289
285500240,3.52884,-0.49316
285529360,2.26295,-0.13067
285558476,1.41740,0.38884
285586560,1.05572,0.41155
285614632,1.01662,0.09123
285642716,1.15347,-0.20706
285671840,1.58847,-0.24512
285700956,2.21408,-0.20319
285730080,2.90811,-0.12965
