conductance
2.12
2.12
2.12
2.12
2.12
2.02
2.12
2.12
2.12
2.12
2.12
2.02
2.41
2.02
2.02
2.02
2.12
2.22
2.12
2.12
2.12
2.02
2.22
2.12
2.02
2.02
2.12
2.02
2.12
2.12
2.12
2.22
2.12
2.12
2.12
2.12
2.02
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.02
2.12
2.12
2.12
2.02
2.02
2.22
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.02
2.12
2.22
2.12
2.12
2.02
2.12
2.32
2.22
2.12
2.12
2.12
2.12
2.02
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.71
2.12
2.12
2.12
2.22
2.12
2.12
2.12
2.12
2.22
2.12
2.12
2.12
2.32
2.12
2.12
2.12
2.02
2.12
2.12
2.12
2.02
2.12
2.22
2.12
2.12
2.12
2.12
2.12
2.12
2.02
2.02
2.22
2.22
2.22
2.22
2.02
2.22
2.02
2.12
2.12
2.12
2.32
2.02
2.12
2.02
2.12
2.22
2.12
2.12
2.12
2.22
2.32
2.12
2.02
2.02
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.12
2.02
2.02
2.02
2.12
2.61
2.02
2.02
2.02
2.12
2.02
2.02
1.93
1.93
2.12
1.93
1.93
2.02
2.02
2.02
2.02
2.02
2.02
2.12
2.12
2.12
2.12
2.51
2.02
2.02
2.12
2.12
2.12
2.12
2.12
2.02
2.12
2.02
2.02
2.02
2.12
2.12
2.12
2.12
2.02
2.12
2.12
2.12
2.02
2.22
2.12
2.12
2.02
2.12
2.12
2.12
2.12
2.12
2.51
2.12
2.12
2.12
2.12
2.12
2.12
2.02
2.12
2.12
2.12
2.12
2.02
2.22
2.12
2.22
2.12
2.12
2.12
2.12
2.12
2.02
2.12
2.71
2.12
2.02
2.12
2.32
2.12
2.02
2.02
2.02
2.12
2.22
2.12
2.22
2.12
2.12
2.12
2.12
2.41
2.12
2.12
2.12
2.02
2.02
2.12
2.12
2.12
2.12
2.12
2.12
2.22
2.12
2.12
2.02
2.12
2.02
2.02
2.12
2.12
2.12
2.12
2.12
2.12
2.02
2.22
2.12
2.02
2.02
2.12
2.22
2.12
2.12
2.02
2.12
2.12
2.12
2.12
2.02
2.12
2.02
2.02
2.02
2.12
2.12
2.22
2.12
2.12
2.12
2.61
2.12
2.02
2.02
2.12
2.02
2.12
2.02
2.12
2.12
2.12
2.12
2.12
2.32
2.02
2.02
2.02
2.12
2.02
2.12
2.12
2.12
2.22
2.12
2.12
2.02
2.12
2.32
2.02
2.12
2.02
2.02
2.12
2.12
2.12
2.12
2.02
2.12
2.22
2.12
2.02
2.02
2.12
2.12
2.12
2.12
2.12
2.02
2.12
2.61
2.12
2.12
2.02
2.12
2.02
2.02
2.02
2.02
2.12
2.12
2.12
2.12
2.02
2.12
2.02
2.02
2.12
2.02
2.12
2.12
2.12
2.12
2.12
2.12
2.22
2.12
2.12
2.02
2.12
2.12
2.02
2.02
2.12
2.12
2.22
2.12
2.12
2.02
2.02
2.22
2.02
2.02
2.02
2.12
2.22
2.12
2.12
2.12
2.12
2.22
2.22
2.32
2.32
2.22
2.02
2.02
2.02
2.02
2.12
2.32
2.12
2.12
2.12
2.12
2.51
2.32
2.32
2.22
2.12
2.12
2.12
2.02
2.02
2.12
2.12
2.12
2.02
2.02
2.02
2.02






2.02
2.12
2.22
2.02
2.02
2.02
2.22
2.12
2.12
2.22
2.12
2.12
2.02
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.12
2.12
2.12
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
2.12
2.22
2.02
2.02
2.02
2.02
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.12
2.61
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
1.93
1.93
2.02
2.12
2.02
2.02
2.51
2.12
2.02
2.12
2.02
2.02
2.22
2.02
2.02
2.12
2.22
2.41
2.32
2.22
2.12
2.02
2.02
2.02
1.83
2.02
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
1.93
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
1.93
2.12
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
1.83
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
2.02
2.02
1.93
2.02
1.83
2.02
2.02
2.02
2.02
2.71
2.12
2.02
2.12
2.02
2.12
2.02
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
2.02
2.22
2.02
2.02
2.02
2.12
2.12
2.12
2.22
2.12
2.12
2.12
2.02
2.02
2.02
2.12
2.71
2.12
2.12
2.12
2.02
2.32
2.12
2.12
2.02
2.02
1.93
2.02
1.93
1.93
1.93
2.02
2.12
2.22
2.12
2.02
2.02
1.93
2.12
1.93
2.02
2.02
1.83
2.22
2.02
2.02
2.02
2.02
1.93
2.02
2.02
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.02
1.83
2.02
2.02
2.02
2.02
1.83
1.93
2.12
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.12
2.41
2.22
2.12
2.02
2.12
2.02
2.02
1.93
2.02
1.93
2.12
2.02
2.02
2.02
2.12
2.02
1.93
1.93
2.02
1.93
2.02
2.32
2.02
2.12
2.02
2.12
2.61
2.02
2.02
2.02
2.02
2.12
2.02
1.93
2.02
2.12
2.22
2.32
1.93
2.02
2.02
1.93
2.41
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.02
1.93
2.02
1.93
2.02
2.02
2.02
1.93
2.02
2.02
2.02
2.02
2.41
2.02
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.12
2.51
2.02
2.02
2.02
1.93
2.02
1.93
2.02
2.02
2.12
2.12
2.02
2.02
2.02
2.02
1.83
2.12
1.93
2.02
1.93
1.93
2.41
2.02
2.02
2.02
1.83
1.93
2.02
1.93
1.93
1.93
2.02
2.41
1.93
1.93
1.93
1.93
1.83
1.93
1.93
1.93
1.93
1.93
1.93
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
2.02
2.12
2.02
1.93
2.02
2.02
2.12
2.02
2.12
2.12
2.02
2.02
2.41
2.02
2.02
1.93
1.83
2.02
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
1.83
2.02
1.93
1.93
1.93
2.02
2.02
2.02
2.02
2.12
2.02
1.93
2.22
1.93
1.83
1.93
1.83
2.02
2.02
2.02
2.02
1.83
2.61
2.02
2.02
2.02
2.12
2.22
1.93
1.93
2.02
1.83
2.02
2.02
2.02
2.02
2.02
2.02
1.93
1.93
1.93
1.93
1.93
2.12
2.02
2.02
2.02
2.02
2.12
2.02
2.02
1.93
1.93
2.12
2.02
2.12
2.02
2.02
2.12
2.51
2.41
2.71
2.71
2.51
2.32
1.93
2.02
1.93
2.02
2.12
2.12
2.12
2.22
2.02
2.22
2.12
2.02
2.02
2.02
2.61
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
2.02
2.02
1.93
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.12
2.12
2.02
2.02
2.02
2.12
2.32
2.02
2.02
2.02
2.12
2.12
2.02
2.12
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.02
2.12
2.41
2.02
2.02
2.02
2.12
2.02
2.02
2.02
2.12
2.12
2.12
2.02
