ECG,ECG_Filtered
215.054,0.37355
338.221,-0.77823
376.833,-110.402
299.120,-0.67910
181.818,0.25072
221.896,124.281
452.590,109.752
499.511,-0.78007
500.000,-0.77926
499.511,-0.13909
232.649,-0.52025
0.07331,0.64229
0.53763,156.519
416.422,104.176
499.511,-182.970
500.000,-159.112
498.534,-0.24743
366.080,0.19393
0.80645,0.39088
0.01955,152.779
107.038,111.071
225.806,-0.40856
193.060,-151.279
137.341,-0.81563
240.958,0.49798
416.422,0.49466
498.534,-0.30314
425.709,-0.57656
0.57185,-0.58712
0.00489,175.067
0.00000,106.683
0.00000,-0.17969
0.00000,-0.74316
0.00000,-0.68270
0.00000,-0.35230
0.00000,-0.02797
0.01466,0.17025
0.00000,0.21067
0.00000,0.18379
0.00000,0.10633
0.00000,0.02991
0.00000,-0.02139
0.00000,-0.04355
0.00000,-0.04349
0.00000,-0.03149
0.00000,-0.01649
0.00489,-0.00270
0.00000,0.00029
0.00000,0.00751
0.00000,0.00733
0.00000,0.00467
0.00000,0.00193
0.00000,0.00003
0.00000,-0.00091
0.00000,-0.00110
0.00978,0.00189
0.29814,0.07756
0.49365,-0.05452
0.56207,-0.09959
0.75269,0.01941
109.971,0.07416
163.245,0.05713
482.405,0.70652
499.511,-117.104
499.511,-0.48012
500.000,0.30764
500.000,0.53460
499.511,0.37564
500.000,0.11339
500.000,-0.09412
499.511,-0.18184
500.000,-0.16636
500.000,-0.10998
500.000,-0.04174
499.511,0.00877
366.080,-0.33953
0.99218,-0.21341
0.02933,0.97556
0.17595,0.75414
449.658,0.93923
499.511,-212.152
500.000,-137.244
400.293,-0.22771
0.33724,0.09372
0.00000,220.205
0.00000,107.883
0.00489,-0.27515
0.00000,-0.82912
0.00000,-0.72512
0.00000,-0.36413
0.00000,-0.02493
0.00000,0.17303
0.00000,0.22572
0.00000,0.18301
0.00000,0.10280
0.00000,0.02740
0.00000,-0.02248
196.970,0.51462
133.920,-0.96096
223.851,0.14339
296.676,0.09695
283.969,-0.21064
251.711,0.03543
298.631,0.47614
386.119,0.26980
456.989,-0.20027
452.102,-0.49464
381.232,-0.29073
317.204,0.23439
273.216,0.40760
239.003,0.21995
217.498,-0.00293
205.767,-0.14938
187.683,-0.22403
178.886,-0.11593
168.133,-0.04735
131.476,-0.05317
0.82600,0.04789
0.40567,0.16084
0.01955,0.13009
0.00000,0.13930
0.00000,-0.06137
0.00000,-0.15245
0.00000,-0.12174
0.00000,-0.04457
0.00000,0.02086
0.00000,0.05229
0.00000,0.05278
0.00000,0.03578
0.00000,0.01468
0.00000,-0.00200
0.00000,-0.01108
0.00000,-0.01322
0.00000,-0.01087
0.00000,-0.00671
0.00000,-0.00270
0.00978,0.00290
0.00000,-0.00487
0.00000,0.00397
0.00000,0.00379
0.00000,0.00164
0.00000,-0.00003
0.00000,-0.00076
0.00000,-0.00081
0.00000,-0.00054
0.00000,-0.00021
0.00000,0.00002
0.00000,0.00014
0.00000,0.00015
0.00000,0.00011
0.00000,0.00006
0.00000,0.00001
0.00000,-0.00002
0.00000,-0.00003
0.00000,-0.00003
0.00000,-0.00002
0.00000,-0.00001
0.00000,-0.00000
0.00000,0.00000
0.25904,0.07343
460.411,113.450
499.511,-156.096
499.511,-0.82691
500.000,0.29198
500.000,0.70190
500.000,0.55625
500.000,0.21517
500.000,-0.07225
500.000,-0.21413
500.000,-0.22387
500.000,-0.15746
500.000,-0.07088
500.000,-0.00040
500.000,0.03976
500.000,0.05128
500.000,0.04372
500.000,0.02791
500.000,0.01197
500.000,0.00035
500.000,-0.00581
500.000,-0.00737
498.534,-0.01026
444.770,-0.15065
492.180,0.33696
334.311,-0.53980
356.305,0.53810
255.621,-0.16012
475.073,0.86032
500.000,-0.77721
467.742,-0.72622
386.608,-0.16231
269.306,0.29541
116.813,0.42059
0.13196,0.54922
0.31769,0.49371
136.364,-0.04320
195.503,-0.80111
228.250,-0.70737
269.795,-0.15434
308.895,0.18625
329.423,0.25449
327.957,0.21863
311.828,0.17544
281.036,0.09820
255.621,0.07350
230.205,-0.01836
210.166,-0.07419
211.144,-0.05506
222.385,-0.09208
209.189,-0.18978
195.015,-0.05574
195.015,0.09786
188.172,0.06099
343.597,0.50499
176.442,-103.498
212.121,0.47184
229.228,0.28137
230.205,-0.02067
226.295,-0.09600
229.228,-0.03897
234.604,-0.01654
245.357,-0.00045
245.846,-0.04381
219.453,-0.08083
202.346,0.07405
199.902,0.12737
204.301,0.04696
208.700,-0.04814
209.189,-0.08456
212.610,-0.03837
209.677,-0.02501
202.346,0.00570
195.992,0.04270
193.548,0.05104
194.037,0.02416
195.992,-0.00908
195.503,-0.03495
189.638,-0.03796
185.728,0.00483
191.593,0.04457
199.902,0.01120
191.593,-0.06873
192.571,0.01677
197.947,0.03448
222.385,0.05946
281.525,0.06927
158.847,-0.60774
194.526,0.48800
206.256,0.17880
212.121,-0.05789
213.099,-0.11978
217.498,-0.05949
224.829,-0.00833
226.295,-0.01049
208.211,-0.03854
176.442,0.00701
168.622,0.15188
173.998,0.09493
179.863,-0.04153
185.239,-0.09684
189.638,-0.07776
190.616,-0.03629
188.661,0.00885
187.683,0.04601
188.172,0.04780
188.172,0.02143
189.150,0.00376
186.217,-0.02176
189.638,0.00684
236.070,0.11438
365.591,0.18118
491.691,-0.20564
488.270,-0.65442
438.905,-0.16253
458.455,0.58583
500.000,0.47499
499.511,-0.04349
500.000,-0.12032
499.511,-0.10291
500.000,-0.06470
453.079,-0.17431
162.757,-0.66754
0.04888,0.71243
0.00000,101.706
0.00000,0.00270
0.00000,-0.57979
0.00000,-0.57431
0.00000,-0.28748
0.00000,0.00652
0.28837,0.26088
164.712,0.49564
241.447,-0.16824
259.042,-0.34624
260.508,-0.02775
487.292,0.86882
500.000,-0.57409
487.781,-0.32893
365.103,-0.17335
279.081,0.48783
211.632,0.48271
420.332,0.89649
499.022,-0.78897
500.000,-105.920
500.000,-0.31609
500.000,0.23107
499.511,0.38866
499.511,0.30251
500.000,0.13503
500.000,-0.00924
500.000,-0.08256
500.000,-0.09510
500.000,-0.07192
500.000,-0.03716
500.000,-0.00696
500.000,0.01168
500.000,0.01866
500.000,0.01725
500.000,0.01180
500.000,0.00567
0.54741,-126.124
0.00489,151.486
0.00000,0.91571
0.00000,-0.23609
0.10753,-0.67191
487.292,0.72820
500.000,-201.068
500.000,-0.74965
499.022,0.54882
500.000,0.96465
500.000,0.72142
500.000,0.27988
500.000,-0.08054
500.000,-0.25986
500.000,-0.27745
500.000,-0.20082
500.000,-0.09718
499.022,-0.01342
500.000,0.04702
500.000,0.05550
500.000,0.04883
500.000,0.03300
420.332,-0.21014
297.654,-0.04667
223.851,0.37368
193.060,0.32112
230.694,0.12633
303.519,-0.21544
359.726,-0.47868
393.451,-0.36947
388.074,-0.12922
338.221,0.10951
305.963,0.43005
284.946,0.37118
276.149,0.14581
288.856,-0.03513
305.963,-0.19809
324.047,-0.22174
335.288,-0.16100
343.597,-0.03693
353.372,0.06693
339.198,0.02498
301.564,0.02819
273.216,0.14553
247.801,0.10812
238.514,0.05637
227.761,-0.07458
211.632,-0.12827
206.745,-0.04655
199.902,-0.03429
265.885,0.19925
222.385,-0.36011
182.307,-0.04535
206.745,0.35240
213.099,0.07381
211.144,-0.07472
198.925,-0.09379
208.700,0.04526
230.694,0.04015
240.469,-0.07328
224.829,-0.11896
191.593,-0.02815
173.509,0.14741
158.847,0.11398
150.538,0.03550
158.358,-0.00373
181.818,-0.04439
202.835,-0.11652
210.166,-0.12635
208.211,-0.03504
204.790,0.07087
200.391,0.10064
193.060,0.06646
183.284,0.02314
169.599,-0.01341
147.116,-0.04132
137.830,0.02802
145.161,0.03943
219.453,0.14193
217.009,-0.35172
159.824,-0.29881
194.037,0.37862
195.503,0.10338
198.925,0.01530
196.970,-0.03458
194.526,-0.02332
200.391,0.01551
195.503,-0.04065
180.841,-0.04177
161.290,0.00305
161.290,0.09709
173.998,0.05526
182.307,-0.06126
182.796,-0.09565
179.374,-0.04240
171.554,0.01108
171.065,0.07191
158.358,0.00750
120.235,-0.05484
0.96774,0.08218
0.93353,0.11218
120.723,0.06886
133.431,-0.15441
147.116,-0.13778
155.914,-0.06826
161.779,0.01448
264.907,0.34436
115.836,-0.73283
153.959,0.56058
159.335,0.20982
169.599,-0.01540
175.953,-0.13198
186.217,-0.10309
199.413,-0.05103
203.812,-0.04198
191.105,-0.03110
157.380,0.00247
141.740,0.15622
148.583,0.15431
161.290,-0.00260
165.200,-0.13535
157.869,-0.13513
130.010,-0.08284
100.196,0.05728
0.90909,0.16866
0.98240,0.10866
112.414,-0.02448
125.122,-0.11075
143.206,-0.07724
152.004,-0.06580
117.302,-0.11287
0.91398,0.11824
0.95308,0.24139
150.049,0.20716
201.369,-0.12392
122.678,-0.59299
168.622,0.31945
190.616,0.11122
202.835,-0.03481
212.121,-0.03828
223.851,0.00739
233.627,0.01203
234.604,-0.01130
200.391,-0.08394
172.043,0.07101
172.532,0.17556
180.841,0.03984
188.661,-0.09405
189.150,-0.13653
188.661,-0.06602
189.638,0.01160
185.728,0.02784
183.284,0.05005
178.886,0.03277
179.863,0.03330
196.481,0.04236
216.031,-0.02759
240.469,-0.05053
258.553,-0.07130
239.980,-0.12388
225.318,0.06706
207.722,0.11784
187.683,0.08296
292.766,0.38513
127.566,-0.89806
146.628,0.41158
170.577,0.25765
192.571,-0.05962
216.520,-0.16495
233.627,-0.14959
232.160,-0.08950
217.498,0.02631
181.329,0.07300
116.813,0.06911
0.71848,0.19963
0.46432,0.14368
0.31281,-0.02469
0.40567,-0.08644
0.51808,-0.17445
0.67449,-0.13806
0.80156,-0.07064
0.87488,0.00567
0.96285,0.08413
0.96285,0.07024
0.90420,0.05801
0.82600,0.04947
0.78201,0.03823
0.75269,-0.00144
0.76735,-0.02358
0.85044,-0.02884
0.75758,-0.10036
0.74291,-0.00232
0.89932,0.07176
0.90909,-0.03551
234.115,0.38656
0.80645,-0.95993
106.061,0.44119
128.055,0.33589
138.807,0.01562
147.605,-0.10237
162.268,-0.07707
176.931,-0.05363
181.818,-0.05022
177.908,-0.01158
160.313,0.01326
157.380,0.11591
172.532,0.10799
189.150,-0.02138
203.324,-0.09367
214.076,-0.08338
225.806,-0.02067
240.469,0.02732
244.868,0.00052
244.868,0.01738
242.424,0.03376
223.363,-0.01185
194.037,0.00237
175.464,0.07610
160.802,0.03817
153.470,-0.00727
148.094,-0.05627
140.274,-0.07365
152.004,0.01689
141.740,-0.08018
138.319,0.01300
139.296,0.05465
135.386,0.02039
225.806,0.28306
0.70870,-0.77118
0.79668,0.45414
0.65982,0.23240
0.53763,0.01631
0.43988,-0.08663
0.53275,-0.05271
0.59629,-0.09797
0.68426,-0.06259
0.64516,-0.05302
0.43500,-0.01500
0.42522,0.14544
0.58162,0.13494
0.68915,-0.01753
0.82111,-0.06003
0.93353,-0.06216
0.87977,-0.07403
0.82111,0.01819
0.85044,0.08669
0.95308,0.06402
106.549,-0.00670
118.768,-0.04078
132.942,-0.03573
141.251,-0.04027
147.605,-0.00596
151.515,0.01818
152.981,0.02559
159.824,0.04283
158.358,-0.01318
152.004,-0.02014
164.223,0.05768
190.127,0.03364
292.278,0.16130
299.609,-0.41151
270.772,-0.24841
313.294,0.33887
324.536,0.11174
322.092,0.00041
312.317,-0.00414
304.008,0.02750
302.542,0.03290
291.789,-0.04658
254.154,-0.11654
208.211,-0.02089
180.352,0.11799
173.021,0.10957
174.487,-0.01391
174.487,-0.11194
178.397,-0.08756
170.088,-0.07628
150.049,-0.01484
142.717,0.11548
127.566,0.06287
118.280,0.05198
114.858,0.02057
108.993,-0.03812
102.151,-0.04687
0.90909,-0.03885
0.85533,0.01542
0.75269,-0.00093
0.58162,-0.01094
0.41544,0.01986
0.07331,-0.02455
0.00489,0.10714
0.00000,0.03618
0.00000,-0.05205
108.016,0.23382
0.04399,-0.74367
0.11730,0.22920
0.42033,0.32305
0.64516,0.05224
0.86999,-0.07267
120.235,-0.05247
167.155,-0.01567
217.498,-0.03378
230.205,-0.14367
207.722,-0.07630
208.700,0.21151
222.874,0.20481
239.980,0.04288
258.553,-0.07409
272.239,-0.12181
277.615,-0.09905
274.682,-0.03586
284.946,0.08153
288.856,0.03396
283.969,-0.00954
273.216,-0.00457
263.441,0.02682
249.267,0.01026
234.115,0.00513
214.076,-0.01376
202.346,0.02053
198.436,0.01467
192.571,-0.03683
186.217,-0.04069
170.088,-0.04576
167.644,0.05228
168.622,0.03844
201.857,0.08941
218.475,-0.09383
127.566,-0.38325
151.026,0.40520
154.448,0.13595
163.245,-0.02171
175.464,-0.08443
187.195,-0.08850
206.256,-0.02700
212.610,-0.04578
195.015,-0.05010
169.110,0.04945
161.779,0.16712
171.554,0.11936
179.863,-0.04298
197.947,-0.07677
209.189,-0.11340
195.503,-0.12518
152.493,-0.05429
106.061,0.11778
0.77224,0.21342
0.96285,0.21821
145.650,0.00562
170.088,-0.30439
160.802,-0.31294
121.701,-0.10470
0.72336,0.14709
0.37146,0.28829
0.42033,0.27833
0.76735,0.06187
108.016,-0.21369
108.504,-0.32846
121.212,-0.06961
130.010,0.04706
161.290,0.16095
183.284,0.04076
0.72336,-0.37453
0.98240,0.50542
109.482,0.16571
115.836,-0.10838
136.364,-0.12502
158.847,-0.12213
173.998,-0.09877
174.976,-0.04907
157.380,0.01070
132.454,0.09645
124.633,0.17657
127.077,0.09337
125.122,-0.05589
122.190,-0.09661
137.341,-0.01884
149.560,-0.05325
155.914,-0.05584
157.869,-0.01272
154.448,0.02490
158.358,0.07909
163.734,0.04865
162.268,-0.01611
161.290,-0.01308
162.757,-0.00020
168.133,0.00362
176.442,-0.00663
180.352,-0.03422
196.970,0.02139
189.150,-0.07594
172.043,-0.02278
173.021,0.11082
160.313,0.01517
276.637,0.36907
133.431,-0.85524
142.229,0.33476
167.155,0.31629
182.796,-0.01153
183.284,-0.17265
191.105,-0.07664
199.902,-0.01191
208.700,0.01811
211.144,0.00950
189.638,-0.03753
174.976,0.07322
180.352,0.12885
195.015,0.03504
218.475,-0.04875
239.980,-0.10799
234.604,-0.15441
229.228,0.00388
214.076,0.06376
210.166,0.13103
222.874,0.10825
226.784,-0.04888
237.048,-0.05773
240.958,-0.07451
246.823,-0.02190
250.733,0.00347
244.379,-0.00665
233.627,0.02146
201.369,-0.01481
195.503,0.12977
194.526,0.05289
172.532,-0.10482
236.559,0.18783
0.82111,-0.69999
0.95308,0.47713
0.56696,0.11238
0.04399,-0.04248
0.00489,0.11433
0.00000,-0.03792
0.00000,-0.12860
0.07331,-0.08846
0.34702,0.01032
0.53275,-0.03916
0.88954,0.04625
124.633,0.02216
146.628,-0.02964
151.515,-0.02352
144.184,0.03319
135.386,0.09181
127.566,0.08074
107.038,-0.01446
0.85533,-0.02182
0.50831,-0.05835
0.02444,-0.05164
0.00000,0.14983
0.00000,0.00184
0.00000,-0.10141
0.00000,-0.09743
0.00000,-0.04087
0.00000,0.01461
0.00000,0.04436
0.00000,0.04743
0.00000,0.03399
0.00000,0.01560
0.00000,0.00023
0.00000,-0.00874
0.00000,-0.01147
0.00000,-0.00993
0.00000,-0.00645
0.00000,-0.00288
0.00489,0.00116
0.00000,-0.00201
0.00000,0.00267
0.00000,0.00252
0.00000,0.00124
0.00000,0.00018
0.00000,-0.00036
0.00000,-0.00048
0.00000,-0.00037
0.00000,-0.00019
0.00000,-0.00004
0.00000,0.00004
0.00000,0.00008
0.00000,0.00007
0.00000,0.00004
0.00000,0.00002
0.00000,-0.00000
0.00000,-0.00001
0.12708,0.03601
0.42033,0.03544
0.18573,-0.19697
0.00000,-0.00260
0.00000,0.14758
0.00000,0.07078
0.00978,-0.00749
0.64027,0.13065
130.987,-0.08959
273.705,0.03026
150.049,-0.95000
197.947,0.52170
242.913,0.43296
226.784,-0.05802
206.256,-0.03720
145.650,-0.08503
0.53763,-0.02634
0.00489,0.22725
0.00000,0.22226
0.00000,-0.12687
0.00000,-0.26577
0.03421,-0.19251
0.74780,0.12263
0.86510,-0.19552
0.60117,-0.13487
0.67449,0.25294
152.004,0.43775
355.816,0.35602
497.067,-0.49479
499.511,-0.83595
499.511,-0.02337
499.511,0.44686
500.000,0.44740
500.000,0.21862
500.000,-0.01107
500.000,-0.14384
499.511,-0.17348
499.511,-0.13033
500.000,-0.06547
500.000,-0.01227
499.511,0.02300
500.000,0.04219
499.511,0.03402
499.511,0.02592
499.511,0.01278
500.000,0.00338
500.000,-0.00594
500.000,-0.00682
500.000,-0.00488
499.511,-0.00404
499.511,0.00098
467.742,-0.08909
440.860,0.04325
461.877,0.21149
499.022,0.04660
500.000,-0.23705
500.000,-0.12373
500.000,0.01379
499.511,0.07312
500.000,0.07409
500.000,0.03794
500.000,0.00537
500.000,-0.01424
500.000,-0.02042
499.511,-0.01886
486.315,-0.04611
491.202,0.06055
500.000,0.02879
500.000,-0.04760
500.000,-0.02693
458.455,-0.11620
463.343,0.18472
453.079,0.03434
407.625,-0.11965
261.486,-0.28360
126.588,0.18958
0.10264,0.34780
0.00000,0.44482
0.00000,-0.12926
0.00000,-0.43343
0.00489,-0.36610
0.00978,-0.14507
0.22972,0.11487
112.903,0.32875
158.847,-0.07739
159.824,-0.18157
213.099,0.22358
225.806,0.02560
166.178,-0.15448
0.83578,0.05351
0.45455,0.34610
0.75269,0.31599
0.67937,-0.26221
0.01466,-0.48359
0.00000,0.05635
0.00000,0.05744
0.00000,-0.00469
0.00000,-0.01784
0.79179,0.22669
141.740,-0.09495
0.44966,-0.60222
0.20039,0.27888
0.00000,0.37316
0.00000,0.23199
0.00000,-0.03197
0.00000,-0.15806
0.00000,-0.15287
0.00000,-0.08675
0.00000,-0.01737
0.00000,0.02733
0.00000,0.04317
0.00000,0.03831
0.00000,0.02389
0.00000,0.00881
0.00000,-0.00207
0.00000,-0.00746
118.768,0.32834
452.590,0.49419
500.000,-131.282
499.511,-0.63146
388.074,0.02868
125.122,0.33899
0.99218,158.692
206.745,0.91142
267.351,-0.63999
248.778,-120.134
0.26882,-116.890
0.00000,0.73236
0.00000,0.68280
0.45455,0.27517
276.637,0.32756
166.667,-144.955
0.02933,-0.49981
0.02444,101.794
0.00000,0.62915
0.00000,0.07738
0.00000,-0.22242
0.00000,-0.26410
0.00000,-0.17235
0.00000,-0.05621
0.00000,0.02684
0.00000,0.06280
0.00000,0.06187
0.00000,0.04178
0.00000,0.01790
0.00000,-0.00064
0.39101,0.10013
0.80156,-0.04355
115.836,-0.12676
202.346,0.06691
272.239,-0.09859
317.204,-0.14285
328.935,-0.06853
256.598,-0.09038
174.487,0.24458
174.487,0.57153
200.391,0.18721
250.733,-0.17614
272.239,-0.46397
189.638,-0.58138
0.12219,-0.22465
0.00000,0.91303
0.00000,0.44801
0.00000,-0.11172
0.00000,-0.32030
0.00000,-0.26176
0.00000,-0.10833
0.00489,0.02500
0.69892,0.28563
214.565,0.24694
300.587,-0.33999
492.180,0.07114
499.511,-0.62655
500.000,0.00451
499.511,0.42000
500.000,0.41598
500.000,0.19067
500.000,-0.03258
500.000,-0.15775
478.983,-0.23833
382.209,-0.32866
375.855,0.31362
442.326,0.34639
498.534,-0.15174
500.000,-0.44408
500.000,-0.13708
500.000,0.11981
500.000,0.19524
500.000,0.14817
500.000,0.06206
500.000,-0.00925
500.000,-0.04627
500.000,-0.05209
500.000,-0.03919
500.000,-0.02027
500.000,-0.00383
498.045,0.00078
498.045,0.01743
500.000,0.01806
417.400,-0.23649
260.997,-0.13641
315.738,0.87454
209.677,-0.31315
352.395,0.47923
426.197,-0.44107
493.646,-0.52021
440.371,-0.56472
255.132,-0.20074
121.701,0.77674
0.76246,0.96320
101.662,0.40696
165.200,-0.27253
244.379,-0.60846
270.772,-0.70495
179.374,-0.54254
142.229,0.43716
177.419,0.76092
208.700,0.25808
220.919,-0.15359
226.295,-0.20841
165.689,-0.29279
147.605,0.16472
173.998,0.27907
205.767,0.01673
241.935,-0.14095
264.907,-0.19583
237.048,-0.21568
243.891,0.18087
270.283,0.23141
286.413,0.02923
282.991,-0.09969
280.547,-0.02967
298.143,0.07385
260.508,-0.15276
347.507,0.36081
198.925,-0.68626
258.065,0.56855
277.126,0.08620
275.171,-0.19126
237.537,-0.22863
151.026,-0.12882
143.695,0.39571
179.374,0.28563
182.307,-0.19819
178.397,-0.23970
189.638,-0.05478
164.223,-0.09678
178.886,0.18011
195.503,0.10259
201.857,-0.02919
217.498,-0.00492
211.632,-0.07825
193.548,-0.03281
190.616,0.10015
178.397,0.03130
186.217,0.06337
206.256,0.00687
175.953,-0.22322
186.706,0.07543
196.970,0.04438
193.548,-0.04702
204.301,0.02889
204.301,-0.02268
183.284,-0.05888
187.683,0.10931
178.886,0.01024
164.223,-0.02223
253.666,0.29367
138.319,-0.66899
0.98240,0.14022
139.296,0.48495
139.296,-0.05461
144.184,-0.14959
147.605,-0.11983
133.431,-0.09355
164.712,0.16028
150.049,-0.08637
0.99707,-0.10165
0.99218,0.24019
0.81134,0.05891
100.196,0.08758
135.875,-0.02969
131.965,-0.26251
137.830,-0.07292
104.106,-0.07556
0.64516,0.09046
106.549,0.39635
122.678,-0.03018
128.055,-0.18360
123.167,-0.14067
0.94330,-0.07841
139.296,0.28870
183.773,0.05308
198.925,-0.19071
178.886,-0.19095
129.032,-0.03236
140.274,0.35458
179.374,0.21947
188.661,-0.17064
209.677,-0.13753
198.925,-0.17659
216.031,0.08096
0.98729,-0.30870
165.689,0.67056
176.931,0.01014
200.880,-0.14495
152.981,-0.36929
0.60117,-0.15990
105.572,0.59850
174.487,0.22108
178.397,-0.39479
169.110,-0.28182
131.965,-0.08390
108.016,0.19669
170.577,0.43954
229.717,0.00290
247.312,-0.33776
246.334,-0.21842
180.841,-0.14750
133.431,0.25485
173.998,0.52128
212.121,0.03884
221.896,-0.32008
277.126,-0.09684
301.564,-0.19104
261.486,-0.22590
141.251,-0.09432
0.76735,0.50146
134.897,0.69804
209.189,-0.00436
243.402,-0.56538
264.907,-0.44305
252.199,-0.19769
169.110,-0.04494
251.711,0.80739
219.941,-0.08891
195.503,-0.08185
176.931,0.00265
108.993,-0.13913
0.43011,0.02940
0.44477,0.28022
128.543,0.22498
135.386,-0.47243
0.52297,-0.56062
0.46432,0.27254
0.63539,0.34986
0.32258,-0.03528
0.39101,0.09355
0.75758,0.07840
0.24438,-0.34573
0.44477,0.14078
0.82600,0.12113
102.639,-0.09840
0.83578,-0.19667
0.13196,-0.12992
0.08309,0.35850
0.60606,0.34421
0.94330,-0.13150
106.061,-0.30581
0.74780,-0.26563
0.06354,-0.05249
0.34702,0.50096
0.87488,0.23586
116.325,-0.20311
139.785,-0.23755
0.99707,-0.28137
0.82111,0.13928
132.942,0.40466
294.233,0.37924
145.161,-112.909
184.262,0.37275
148.094,0.11246
160.313,0.25562
203.812,0.13418
216.031,-0.21747
245.846,-0.12605
232.160,-0.19833
181.818,-0.08502
183.284,0.31265
189.150,0.17918
186.706,-0.03588
174.976,-0.11724
103.128,-0.23467
0.65494,0.14087
122.190,0.40172
142.717,-0.14972
162.268,-0.23921
166.178,-0.17736
0.78690,-0.25284
0.64516,0.39714
142.717,0.53687
175.464,-0.16527
204.790,-0.28553
212.121,-0.22335
154.448,-0.18417
167.644,0.37672
204.790,0.28595
210.655,-0.10552
216.520,-0.12811
189.150,-0.15819
128.543,-0.07326
197.947,0.49911
240.958,-0.03016
183.773,-0.50418
231.672,0.21121
227.761,-0.05128
183.284,-0.11703
211.632,0.29551
242.424,0.09814
240.958,-0.17537
237.048,-0.10217
168.133,-0.17904
0.38123,-0.06328
0.34702,0.62369
0.98240,0.36464
128.543,-0.34809
175.953,-0.36663
192.082,-0.32557
159.335,-0.16490
179.374,0.35440
205.279,0.28418
193.548,-0.02324
198.436,0.03961
185.239,-0.04931
121.212,-0.16346
129.032,0.24789
159.335,0.11974
160.313,-0.20925
174.487,-0.12514
160.313,-0.13836
131.476,-0.01500
163.734,0.29556
180.841,0.03753
186.706,-0.09660
242.913,0.08648
233.627,-0.23470
158.847,-0.23020
208.700,0.51154
200.880,0.00284
216.031,-0.01574
231.183,-0.07668
221.896,-0.15066
237.048,0.04484
238.514,-0.00586
189.638,-0.12753
170.088,0.15664
160.802,0.15125
156.892,0.03127
176.931,-0.00260
158.847,-0.22065
145.161,-0.07253
128.543,0.02419
0.87488,-0.00197
0.93842,0.21527
123.167,0.11160
115.347,-0.20186
133.920,-0.04239
119.746,-0.11826
0.66960,-0.09234
111.926,0.40258
141.740,0.04701
145.161,-0.20058
182.307,-0.01060
165.689,-0.17957
0.77224,-0.18727
116.813,0.55438
155.914,0.17586
149.560,-0.27510
254.154,0.13533
119.257,-0.80935
110.459,0.34631
176.931,0.56294
205.279,-0.06124
217.498,-0.25242
244.868,-0.08848
221.408,-0.16093
178.886,0.01231
196.481,0.35082
160.313,-0.03424
140.762,0.01832
175.464,0.14166
152.981,-0.25278
109.482,-0.19043
150.538,0.27218
154.936,-0.05693
162.757,-0.06895
204.790,0.07103
225.806,-0.07715
236.559,-0.06440
240.469,0.01198
214.565,-0.00612
216.520,0.18250
240.469,0.14874
236.559,-0.12000
222.874,-0.12669
218.475,-0.00006
214.076,0.02015
191.105,-0.04251
156.892,-0.01544
310.850,0.58572
181.329,-0.91835
178.397,0.16838
151.026,0.18161
184.262,0.29704
194.526,-0.07566
176.931,-0.22836
215.054,0.08565
278.104,0.06479
325.024,-0.13521
322.581,-0.23823
315.249,0.02364
312.317,0.19558
304.497,0.15349
320.137,0.13838
348.974,0.00807
371.945,-0.14336
369.990,-0.20711
331.867,-0.14783
278.592,0.05106
257.576,0.27738
279.570,0.24839
293.744,-0.08937
274.194,-0.29107
168.622,-0.35876
0.79179,0.16053
0.37146,0.42471
0.33724,0.25234
0.34213,-0.11296
0.16618,-0.31318
0.56696,-0.02434
159.335,0.09765
0.03910,-0.86470
0.00978,0.50195
0.60117,0.63194
107.038,0.05383
136.852,-0.26062
198.436,-0.10980
150.538,-0.40526
156.403,0.20080
181.818,0.28850
134.897,-0.11530
114.858,0.08819
184.751,0.31789
177.908,-0.30929
179.863,-0.18692
215.543,0.05707
166.178,-0.22864
145.161,0.13549
213.099,0.42691
199.902,-0.21908
181.329,-0.16152
222.385,0.17186
215.054,-0.11785
214.565,-0.02349
247.312,0.12523
220.430,-0.16097
214.565,0.05273
247.312,0.18405
218.475,-0.17542
219.941,0.03951
202.346,-0.02125
198.436,0.05154
233.138,0.12280
123.656,-0.46408
152.493,0.39936
179.863,0.14541
174.487,-0.19818
165.689,-0.14359
202.346,0.11313
194.037,-0.11533
170.577,-0.05439
167.644,0.14294
0.93353,-0.10500
0.16129,0.07512
0.91887,0.58680
104.106,-0.22604
105.572,-0.36273
155.425,-0.04018
128.055,-0.25994
129.032,0.12141
152.981,0.24878
118.280,-0.06575
124.633,0.15243
145.161,0.09285
119.746,-0.18900
154.936,0.10118
160.802,-0.10794
156.892,-0.10185
189.638,0.10574
182.796,-0.09025
179.863,0.00952
166.178,0.02864
124.145,-0.01843
125.611,0.19777
207.722,0.27290
0.46432,-0.84064
0.87977,0.49374
0.91398,0.10981
0.62561,-0.17323
142.229,0.22704
0.93353,-0.44537
0.42033,-0.11139
158.358,0.64601
166.667,-0.24321
155.914,-0.25323
164.223,0.05449
0.21994,-0.31503
0.00000,0.55261
0.00000,0.35323
0.00000,-0.06767
0.00000,-0.25348
0.00000,-0.22563
0.00000,-0.10888
0.00000,0.00148
0.00000,0.06440
0.40567,0.19368
166.178,0.26548
302.542,-0.11698
428.641,-0.31979
498.534,-0.35253
500.000,-0.14579
500.000,0.31854
500.000,0.42194
500.000,0.25588
499.511,0.02984
483.871,-0.16508
493.646,-0.08618
370.968,-0.50614
332.356,0.23832
349.951,0.35236
357.771,-0.05445
