 Time; ECG; ECG_filtered; ...
 19:27:03 ;2,65;2,57;
 19:27:03 ;2,78;2,71;
 19:27:03 ;2,57;2,61;
 19:27:03 ;2,13;2,28;
 19:27:03 ;1,63;1,82;
 19:27:03 ;1,24;1,41;
 19:27:03 ;1,03;1,14;
 19:27:03 ;1,05;1,08;
 19:27:03 ;1,24;1,19;
 19:27:03 ;1,61;1,48;
 19:27:03 ;2,07;1,89;
 19:27:03 ;2,35;2,21;
 19:27:03 ;2,76;2,6;
 19:27:03 ;3,08;2,94;
 19:27:03 ;1,7;2;
 19:27:03 ;2,44;2,31;
 19:27:03 ;2,93;2,75;
 19:27:03 ;3,18;3,05;
 19:27:03 ;3,15;3,12;
 19:27:03 ;2,91;2,97;
 19:27:04 ;2,32;2,51;
 19:27:04 ;2,91;2,81;
 19:27:04 ;2,5;2,59;
 19:27:04 ;2,1;2,25;
 19:27:04 ;1,65;1,83;
 19:27:04 ;1,33;1,48;
 19:27:04 ;1,16;1,25;
 19:27:04 ;1,22;1,23;
 19:27:04 ;1,44;1,38;
 19:27:04 ;1,77;1,65;
 19:27:04 ;2,25;2,07;
 19:27:04 ;2,79;2,58;
 19:27:04 ;3,18;3;
 19:27:04 ;2,94;2,96;
 19:27:04 ;2,6;2,71;
 19:27:04 ;2,23;2,37;
 19:27:04 ;2,64;2,56;
 19:27:04 ;1,32;1,69;
 19:27:04 ;1,35;1,45;
 19:27:04 ;1,35;1,38;
 19:27:04 ;1,53;1,49;
 19:27:04 ;1,93;1,8;
 19:27:04 ;2,42;2,23;
 19:27:04 ;2,68;2,55;
 19:27:04 ;1,4;1,69;
 19:27:04 ;1,74;1,73;
 19:27:04 ;2,18;2,05;
 19:27:05 ;2,61;2,44;
 19:27:05 ;2,91;2,77;
 19:27:05 ;2,98;2,92;
 19:27:05 ;2,82;2,85;
 19:27:05 ;2,45;2,57;
 19:27:05 ;1,92;2,11;
 19:27:05 ;1,47;1,66;
 19:27:05 ;1,2;1,34;
 19:27:05 ;1,18;1,23;
 19:27:05 ;1,27;1,26;
 19:27:05 ;1,52;1,44;
 19:27:05 ;1,89;1,75;
 19:27:05 ;1,71;1,72;
 19:27:05 ;2,49;2,26;
 19:27:05 ;2,86;2,68;
 19:27:05 ;2,89;2,83;
 19:27:05 ;2,67;2,72;
 19:27:05 ;2,18;2,34;
 19:27:05 ;1,11;1,48;
 19:27:05 ;0,93;1,07;
 19:27:05 ;0,25;0,49;
 19:27:05 ;0;0,13;
 19:27:05 ;0;0,04;
 19:27:05 ;0;0,01;
 19:27:05 ;0;0;
 19:27:05 ;0;0;
 19:27:06 ;0;0;
 19:27:06 ;0;0;
 19:27:06 ;0,01;0,01;
 19:27:06 ;0;0;
 19:27:06 ;0;0;
 19:27:06 ;0;0;
 19:27:06 ;0;0;
 19:27:06 ;0,47;0,33;
 19:27:06 ;1,41;1,09;
 19:27:06 ;1,65;1,51;
 19:27:06 ;2,33;2,08;
 19:27:06 ;2,95;2,69;
 19:27:06 ;3,09;2,97;
 19:27:06 ;2,69;2,77;
 19:27:06 ;2,08;2,29;
 19:27:06 ;1,48;1,72;
 19:27:06 ;1,05;1,25;
 19:27:06 ;0,97;1,05;
 19:27:06 ;1,17;1,13;
 19:27:06 ;1,5;1,39;
 19:27:06 ;1,9;1,75;
 19:27:06 ;2,39;2,2;
 19:27:06 ;2,94;2,72;
 19:27:06 ;3,48;3,26;
 19:27:06 ;3,6;3,5;
 19:27:06 ;2,4;2,67;
 19:27:07 ;3,04;2,93;
 19:27:07 ;3,69;3,46;
 19:27:07 ;3,63;3,58;
 19:27:07 ;3,3;3,38;
 19:27:07 ;2,77;2,95;
 19:27:07 ;2,12;2,37;
 19:27:07 ;1,5;1,76;
 19:27:07 ;1,1;1,3;
 19:27:07 ;1,12;1,18;
 19:27:07 ;1,38;1,32;
 19:27:07 ;1,74;1,61;
 19:27:07 ;2,2;2,03;
 19:27:07 ;2,79;2,56;
 19:27:07 ;3,41;3,15;
 19:27:07 ;3,74;3,57;
 19:27:07 ;3,54;3,55;
 19:27:07 ;3,07;3,21;
 19:27:07 ;2,52;2,73;
 19:27:07 ;1,86;2,12;
 19:27:07 ;3,2;2,92;
 19:27:07 ;2,65;2,73;
 19:27:07 ;2,05;2,25;
 19:27:07 ;1,42;1,67;
 19:27:07 ;1,14;1,3;
 19:27:07 ;1,27;1,28;
 19:27:07 ;1,61;1,51;
 19:27:07 ;1,19;1,27;
 19:27:08 ;1,23;1,24;
 19:27:08 ;1,49;1,42;
 19:27:08 ;1,86;1,73;
 19:27:08 ;2,34;2,16;
 19:27:08 ;2,9;2,68;
 19:27:08 ;1,8;2,02;
 19:27:08 ;2,24;2,18;
 19:27:08 ;2,78;2,6;
 19:27:08 ;3,33;3,11;
 19:27:08 ;3,74;3,55;
 19:27:08 ;3,61;3,59;
 19:27:08 ;3,15;3,28;
 19:27:08 ;2,6;2,8;
 19:27:08 ;2,11;2,32;
 19:27:08 ;1,37;1,66;
 19:27:08 ;1,12;1,28;
 19:27:08 ;1,26;1,27;
 19:27:08 ;1,58;1,49;
 19:27:08 ;2,03;1,87;
 19:27:08 ;2,54;2,34;
 19:27:08 ;3,05;2,84;
 19:27:08 ;3,54;3,33;
 19:27:08 ;3,7;3,59;
 19:27:08 ;3,39;3,45;
 19:27:08 ;3,44;3,44;
 19:27:08 ;3,72;3,64;
 19:27:09 ;3,5;3,54;
 19:27:09 ;3,32;3,38;
 19:27:09 ;3,73;3,63;
 19:27:09 ;3,62;3,62;
 19:27:09 ;3,19;3,32;
 19:27:09 ;2,71;2,89;
 19:27:09 ;1,94;2,22;
 19:27:09 ;1,42;1,66;
 19:27:09 ;1,16;1,31;
 19:27:09 ;1,28;1,29;
 19:27:09 ;1,61;1,51;
 19:27:09 ;1,27;1,33;
 19:27:09 ;1,26;1,28;
 19:27:09 ;1,5;1,43;
 19:27:09 ;1,88;1,75;
 19:27:09 ;2,36;2,17;
 19:27:09 ;2,9;2,69;
 19:27:09 ;1,78;2,01;
 19:27:09 ;2,24;2,17;
 19:27:09 ;2,77;2,59;
 19:27:09 ;3,33;3,11;
 19:27:09 ;3,68;3,51;
 19:27:09 ;3,53;3,53;
 19:27:10 ;3,12;3,24;
 19:27:10 ;2,59;2,79;
 19:27:10 ;2,03;2,25;
 19:27:10 ;1,46;1,7;
 19:27:10 ;1,16;1,32;
 19:27:10 ;1,27;1,29;
 19:27:10 ;1,61;1,52;
 19:27:10 ;2,04;1,88;
 19:27:10 ;2,48;2,3;
 19:27:10 ;3;2,79;
 19:27:10 ;3,53;3,31;
 19:27:10 ;3,72;3,6;
 19:27:10 ;3,42;3,48;
 19:27:10 ;2,93;3,09;
 19:27:10 ;2,34;2,57;
 19:27:10 ;1,73;1,98;
 19:27:10 ;1,21;1,44;
 19:27:10 ;1,14;1,23;
 19:27:10 ;1,4;1,35;
 19:27:10 ;1,8;1,67;
 19:27:10 ;2,22;2,06;
 19:27:10 ;2,78;2,56;
 19:27:10 ;3,36;3,12;
 19:27:10 ;3,78;3,58;
 19:27:10 ;3,68;3,65;
 19:27:10 ;3,26;3,38;
 19:27:10 ;2,66;2,87;
 19:27:10 ;2;2,26;
 19:27:11 ;1,41;1,66;
 19:27:11 ;1,11;1,27;
 19:27:11 ;1,22;1,23;
 19:27:11 ;1,52;1,44;
 19:27:11 ;1,16;1,24;
 19:27:11 ;2,42;2,13;
 19:27:11 ;1,78;1,89;
 19:27:11 ;1,29;1,47;
 19:27:11 ;1,18;1,27;
 19:27:11 ;1,49;1,42;
 19:27:11 ;1,75;1,65;
 19:27:11 ;2,24;2,07;
 19:27:11 ;2,78;2,57;
 19:27:11 ;3,35;3,11;
 19:27:11 ;3,76;3,57;
 19:27:11 ;2,29;2,6;
 19:27:11 ;2,76;2,71;
 19:27:11 ;3,21;3,06;
 19:27:11 ;3,7;3,51;
 19:27:11 ;3,61;3,58;
 19:27:11 ;3,18;3,3;
 19:27:11 ;2,59;2,8;
 19:27:11 ;1,97;2,22;
 19:27:12 ;1,45;1,68;
 19:27:12 ;1,18;1,33;
 19:27:12 ;1,31;1,32;
 19:27:12 ;1,66;1,55;
 19:27:12 ;2,09;1,93;
 19:27:12 ;2,61;2,4;
 19:27:12 ;3,12;2,91;
 19:27:12 ;3,7;3,46;
 19:27:12 ;2,04;2,39;
 19:27:12 ;2,55;2,5;
 19:27:12 ;3,1;2,92;
 19:27:12 ;3,63;3,42;
 19:27:12 ;3,71;3,62;
 19:27:12 ;3,21;3,33;
 19:27:12 ;2,71;2,9;
 19:27:12 ;2,27;2,46;
 19:27:12 ;1,74;1,95;
 19:27:12 ;1,29;1,49;
 19:27:12 ;1,23;1,31;
 19:27:12 ;1,5;1,44;
 19:27:12 ;1,32;1,35;
 19:27:12 ;1,17;1,23;
 19:27:12 ;2,4;2,11;
 19:27:12 ;1,75;1,86;
 19:27:12 ;1,29;1,46;
 19:27:12 ;1,18;1,26;
 19:27:12 ;1,44;1,39;
 19:27:13 ;1,85;1,71;
 19:27:13 ;2,28;2,11;
 19:27:13 ;2,72;2,54;
 19:27:13 ;1,64;1,87;
 19:27:13 ;2,09;2,02;
 19:27:13 ;2,7;2,5;
 19:27:13 ;3,15;2,96;
 19:27:13 ;3,67;3,45;
 19:27:13 ;3,69;3,62;
 19:27:13 ;3,29;3,39;
 19:27:13 ;3,28;3,31;
 19:27:13 ;3,85;3,69;
 19:27:13 ;3,73;3,72;
 19:27:13 ;3,22;3,37;
 19:27:13 ;2,52;2,78;
 19:27:13 ;1,97;2,21;
 19:27:13 ;1,51;1,72;
 19:27:13 ;1,18;1,34;
 19:27:13 ;1,23;1,26;
 19:27:13 ;1,54;1,46;
 19:27:13 ;1,95;1,8;
 19:27:13 ;2,42;2,24;
 19:27:13 ;3,01;2,78;
 19:27:13 ;3,6;3,35;
 19:27:13 ;3,81;3,68;
 19:27:13 ;3,52;3,57;
 19:27:14 ;3,04;3,2;
 19:27:14 ;2,49;2,7;
 19:27:14 ;1,85;2,11;
 19:27:14 ;1,28;1,53;
 19:27:14 ;1,15;1,26;
 19:27:14 ;1,33;1,31;
 19:27:14 ;1,67;1,56;
 19:27:14 ;2,11;1,94;
 19:27:14 ;2,67;2,45;
 19:27:14 ;3,29;3,04;
 19:27:14 ;3,74;3,53;
 19:27:14 ;3,71;3,66;
 19:27:14 ;3,32;3,42;
 19:27:14 ;2,78;2,97;
 19:27:14 ;2,15;2,39;
 19:27:14 ;1,57;1,81;
 19:27:14 ;1,18;1,37;
 19:27:14 ;1,2;1,25;
 19:27:14 ;1,5;1,43;
 19:27:14 ;1,9;1,76;
 19:27:14 ;1,15;1,31;
 19:27:14 ;1,37;1,35;
 19:27:14 ;1,75;1,63;
 19:27:14 ;2,25;2,06;
 19:27:14 ;2,8;2,58;
 19:27:14 ;3,32;3,1;
 19:27:14 ;3,76;3,56;
 19:27:15 ;3,67;3,63;
 19:27:15 ;3,34;3,43;
 19:27:15 ;2,61;2,86;
 19:27:15 ;2,12;2,34;
 19:27:15 ;1,52;1,77;
 19:27:15 ;1,15;1,33;
 19:27:15 ;1,24;1,27;
 19:27:15 ;1,6;1,5;
 19:27:15 ;1,98;1,84;
 19:27:15 ;2,39;2,22;
 19:27:15 ;2,96;2,74;
 19:27:15 ;3,57;3,32;
 19:27:15 ;3,79;3,65;
 19:27:15 ;3,49;3,54;
 19:27:15 ;3,03;3,18;
 19:27:15 ;2,44;2,66;
 19:27:15 ;1,79;2,05;
 19:27:15 ;1,22;1,47;
 19:27:15 ;1,13;1,23;
 19:27:15 ;1,37;1,33;
 19:27:16 ;1,75;1,62;
 19:27:16 ;2,18;2,02;
 19:27:16 ;2,74;2,52;
 19:27:16 ;3,3;3,07;
 19:27:16 ;3,71;3,52;
 19:27:16 ;3,67;3,63;
 19:27:16 ;3,34;3,43;
 19:27:16 ;2,74;2,94;
 19:27:16 ;2,16;2,39;
 19:27:16 ;1,64;1,87;
 19:27:16 ;2,99;2,71;
 19:27:16 ;2,36;2,46;
 19:27:16 ;1,66;1,9;
 19:27:16 ;1,09;1,33;
 19:27:16 ;1,15;1,2;
 19:27:16 ;1,44;1,37;
 19:27:16 ;1,8;1,67;
 19:27:16 ;2,27;2,09;
 19:27:16 ;2,85;2,62;
 19:27:16 ;3,39;3,16;
 19:27:16 ;3,73;3,56;
 19:27:16 ;3,6;3,59;
 19:27:16 ;3,19;3,31;
 19:27:16 ;3,51;3,46;
 19:27:16 ;3,8;3,7;
 19:27:16 ;3,53;3,58;
 19:27:16 ;3,13;3,27;
 19:27:16 ;2,63;2,82;
 19:27:16 ;1,93;2,19;
 19:27:16 ;1,34;1,6;
 19:27:17 ;1,25;1,35;
 19:27:17 ;1,28;1,3;
 19:27:17 ;1,64;1,54;
 19:27:17 ;2;1,87;
 19:27:17 ;2,58;2,36;
 19:27:17 ;1,58;1,78;
 19:27:17 ;2;1,93;
 19:27:17 ;2,45;2,3;
 19:27:17 ;2,95;2,76;
 19:27:17 ;3,5;3,28;
 19:27:17 ;3,77;3,62;
 19:27:17 ;3,51;3,54;
 19:27:17 ;3,04;3,19;
 19:27:17 ;2,47;2,68;
 19:27:17 ;1,9;2,13;
 19:27:17 ;1,34;1,58;
 19:27:17 ;1,13;1,27;
 19:27:17 ;1,31;1,3;
 19:27:17 ;1,71;1,58;
 19:27:17 ;2,19;2,01;
 19:27:17 ;2,73;2,52;
 19:27:17 ;3,25;3,03;
 19:27:17 ;3,7;3,5;
 19:27:17 ;3,7;3,64;
 19:27:17 ;3,36;3,44;
 19:27:17 ;2,73;2,94;
 19:27:18 ;2,14;2,38;
 19:27:18 ;1,54;1,79;
 19:27:18 ;1,16;1,35;
 19:27:18 ;1,22;1,26;
 19:27:18 ;1,52;1,44;
 19:27:18 ;1,9;1,76;
 19:27:18 ;2,34;2,16;
 19:27:18 ;2,83;2,63;
 19:27:18 ;3,39;3,16;
 19:27:18 ;3,76;3,58;
 19:27:18 ;3,56;3,57;
 19:27:18 ;3,11;3,25;
 19:27:18 ;2,55;2,76;
 19:27:18 ;1,93;2,17;
 19:27:18 ;1,37;1,61;
 19:27:18 ;1,16;1,29;
 19:27:18 ;1,36;1,34;
 19:27:18 ;1,46;1,43;
 19:27:18 ;1,14;1,23;
 19:27:18 ;1,26;1,25;
 19:27:18 ;1,59;1,49;
 19:27:18 ;2;1,85;
 19:27:18 ;2,51;2,31;
 19:27:18 ;3,08;2,85;
 19:27:18 ;3,63;3,4;
 19:27:18 ;3,81;3,68;
 19:27:19 ;3,5;3,55;
 19:27:19 ;2,98;3,15;
 19:27:19 ;2,41;2,63;
 19:27:19 ;1,74;2,01;
 19:27:19 ;1,19;1,43;
 19:27:19 ;1,09;1,2;
 19:27:19 ;1,4;1,34;
 19:27:19 ;1,79;1,66;
 19:27:19 ;2,21;2,05;
 19:27:19 ;2,66;2,48;
 19:27:19 ;3,28;3,04;
 19:27:19 ;3,75;3,54;
 19:27:19 ;3,68;3,64;
 19:27:19 ;3,27;3,38;
 19:27:19 ;2,72;2,92;
 19:27:19 ;2,1;2,34;
 19:27:19 ;1,55;1,79;
 19:27:19 ;1,1;1,31;
 19:27:19 ;2,66;2,33;
 19:27:19 ;2,05;2,13;
 19:27:19 ;1,47;1,67;
 19:27:19 ;1,18;1,32;
 19:27:19 ;1,3;1,3;
 19:27:19 ;1,61;1,52;
 19:27:19 ;1,97;1,84;
 19:27:19 ;2,45;2,27;
 19:27:19 ;3,02;2,79;
 19:27:20 ;3,58;3,35;
 19:27:20 ;3,77;3,64;
 19:27:20 ;3,46;3,51;
 19:27:20 ;2,97;3,13;
 19:27:20 ;2,39;2,61;
 19:27:20 ;1,76;2,01;
 19:27:20 ;1,26;1,49;
 19:27:20 ;1,16;1,26;
 19:27:20 ;1,39;1,35;
 19:27:20 ;1,74;1,62;
 19:27:20 ;2,19;2,02;
 19:27:20 ;2,93;2,66;
 19:27:20 ;3,3;3,11;
 19:27:20 ;3,74;3,55;
 19:27:20 ;3,6;3,59;
 19:27:21 ;3,2;3,32;
 19:27:21 ;3,4;3,38;
 19:27:21 ;3,84;3,7;
 19:27:21 ;3,7;3,7;
 19:27:21 ;3,24;3,37;
 19:27:21 ;2,71;2,91;
 19:27:21 ;3,73;3,52;
 19:27:21 ;3,34;3,4;
 19:27:21 ;2,83;3;
 19:27:21 ;2,19;2,43;
 19:27:21 ;1,52;1,79;
 19:27:21 ;1,09;1,3;
 19:27:21 ;1,18;1,22;
 19:27:21 ;1,51;1,42;
 19:27:21 ;1,9;1,76;
 19:27:21 ;2,36;2,18;
 19:27:21 ;2,91;2,69;
 19:27:21 ;3,46;3,23;
 19:27:21 ;3,78;3,61;
 19:27:21 ;3,6;3,61;
 19:27:21 ;3,15;3,28;
 19:27:21 ;2,62;2,82;
 19:27:21 ;2,06;2,28;
 19:27:22 ;1,43;1,68;
 19:27:22 ;1,09;1,27;
 19:27:22 ;1,28;1,28;
 19:27:22 ;1,66;1,54;
 19:27:22 ;2,07;1,91;
 19:27:22 ;2,58;2,38;
 19:27:22 ;3,14;2,92;
 19:27:22 ;3,63;3,42;
 19:27:22 ;3,7;3,62;
 19:27:22 ;3,26;3,37;
 19:27:22 ;2,91;3,05;
 19:27:22 ;3,81;3,62;
 19:27:22 ;3,74;3,71;
 19:27:22 ;3,26;3,4;
 19:27:22 ;2,8;2,98;
 19:27:22 ;2,4;2,58;
 19:27:22 ;1,57;1,87;
 19:27:22 ;1,21;1,41;
 19:27:22 ;1,2;1,26;
 19:27:22 ;1,49;1,42;
 19:27:22 ;1,9;1,76;
 19:27:22 ;2,4;2,21;
 19:27:22 ;2,9;2,7;
 19:27:22 ;3,42;3,2;
 19:27:22 ;2,18;2,44;
 19:27:22 ;2,71;2,63;
 19:27:22 ;3,29;3,1;
 19:27:22 ;3,74;3,55;
 19:27:22 ;3,68;3,64;
 19:27:22 ;3,26;3,37;
 19:27:22 ;2,73;2,92;
 19:27:22 ;2,12;2,36;
 19:27:22 ;1,52;1,77;
 19:27:22 ;1,16;1,34;
 19:27:22 ;1,24;1,27;
 19:27:22 ;1,56;1,48;
 19:27:22 ;1,97;1,82;
 19:27:22 ;2,48;2,29;
 19:27:22 ;3,16;2,9;
 19:27:22 ;3,46;3,29;
 19:27:22 ;3,74;3,61;
 19:27:23 ;3,47;3,51;
 19:27:23 ;2,99;3,14;
 19:27:23 ;2,52;2,71;
 19:27:23 ;1,92;2,15;
 19:27:23 ;1,33;1,58;
 19:27:23 ;1,13;1,26;
 19:27:23 ;1,33;1,31;
 19:27:23 ;1,67;1,56;
 19:27:23 ;2,08;1,93;
 19:27:23 ;2,67;2,45;
 19:27:23 ;3,3;3,05;
 19:27:23 ;3,76;3,55;
 19:27:23 ;3,7;3,65;
 19:27:23 ;3,35;3,44;
 19:27:23 ;2,84;3,02;
 19:27:23 ;2,21;2,45;
 19:27:23 ;1,6;1,85;
 19:27:23 ;1,17;1,38;
 19:27:23 ;1,19;1,25;
 19:27:23 ;1,48;1,41;
 19:27:23 ;1,23;1,27;
 19:27:23 ;1,19;1,22;
 19:27:23 ;1,37;1,32;
 19:27:23 ;1,78;1,64;
 19:27:23 ;2,23;2,05;
 19:27:24 ;2,77;2,56;
 19:27:24 ;3,36;3,12;
 19:27:24 ;3,81;3,6;
 19:27:24 ;3,69;3,66;
 19:27:24 ;3,22;3,35;
 19:27:24 ;2,67;2,88;
 19:27:24 ;2,07;2,31;
 19:27:24 ;1,49;1,73;
 19:27:24 ;1,14;1,32;
 19:27:24 ;1,23;1,26;
 19:27:24 ;1,54;1,46;
 19:27:24 ;1,88;1,76;
 19:27:24 ;2,47;2,26;
 19:27:25 ;3,06;2,82;
 19:27:25 ;3,56;3,34;
 19:27:25 ;3,74;3,62;
 19:27:25 ;3,49;3,53;
 19:27:25 ;3,03;3,18;
 19:27:25 ;2,47;2,68;
 19:27:25 ;1,85;2,1;
 19:27:25 ;1,3;1,54;
 19:27:25 ;1,15;1,26;
 19:27:25 ;2,47;2,17;
 19:27:25 ;1,76;1,89;
 19:27:25 ;1,23;1,42;
 19:27:25 ;1,13;1,22;
 19:27:25 ;1,38;1,33;
 19:27:25 ;1,75;1,63;
 19:27:25 ;2,22;2,04;
 19:27:25 ;2,78;2,56;
 19:27:25 ;3,3;3,08;
 19:27:25 ;3,72;3,53;
 19:27:25 ;3,66;3,62;
 19:27:25 ;3,25;3,36;
 19:27:25 ;2,72;2,91;
 19:27:25 ;2,11;2,35;
 19:27:25 ;1,53;1,78;
 19:27:25 ;1,17;1,35;
 19:27:26 ;1,2;1,25;
 19:27:26 ;1,6;1,51;
 19:27:26 ;1,19;1,28;
 19:27:26 ;1,17;1,21;
 19:27:26 ;1,45;1,37;
 19:27:26 ;1,76;1,65;
 19:27:26 ;2,31;2,11;
 19:27:26 ;2,94;2,69;
 19:27:26 ;3,5;3,26;
 19:27:26 ;3,77;3,62;
 19:27:26 ;3,57;3,59;
 19:27:26 ;3,19;3,31;
 19:27:26 ;2,81;2,96;
 19:27:26 ;1,96;2,25;
 19:27:26 ;1,39;1,65;
 19:27:26 ;1,11;1,27;
 19:27:26 ;1,28;1,28;
 19:27:26 ;1,64;1,53;
 19:27:26 ;2,09;1,92;
 19:27:26 ;2,57;2,37;
 19:27:26 ;3,08;2,87;
 19:27:26 ;3,62;3,39;
 19:27:26 ;3,76;3,65;
 19:27:26 ;3,42;3,49;
 19:27:26 ;2,95;3,11;
 19:27:26 ;2,34;2,57;
 19:27:26 ;1,69;1,95;
 19:27:26 ;1,21;1,43;
 19:27:26 ;1,17;1,25;
 19:27:27 ;1,44;1,38;
 19:27:27 ;1,82;1,69;
 19:27:27 ;2,25;2,08;
 19:27:27 ;2,72;2,53;
 19:27:27 ;3,3;3,07;
 19:27:27 ;3,74;3,54;
 19:27:27 ;2,51;2,77;
 19:27:27 ;3,17;3,05;
 19:27:27 ;3,79;3,57;
 19:27:27 ;3,68;3,65;
 19:27:27 ;3,4;3,47;
 19:27:27 ;2,92;3,08;
 19:27:27 ;2,3;2,54;
 19:27:27 ;1,66;1,92;
 19:27:27 ;1,23;1,43;
 19:27:27 ;1,21;1,27;
 19:27:27 ;1,4;1,36;
 19:27:27 ;1,79;1,66;
 19:27:27 ;2,39;2,17;
 19:27:27 ;2,98;2,74;
 19:27:27 ;3,51;3,28;
 19:27:27 ;3,82;3,66;
 19:27:27 ;3,64;3,64;
 19:27:27 ;3,29;3,38;
 19:27:27 ;3,8;3,67;
 19:27:27 ;3,74;3,72;
 19:27:27 ;3,46;3,53;
 19:27:27 ;3;3,16;
 19:27:27 ;2,44;2,66;
 19:27:27 ;1,76;2,03;
 19:27:27 ;1,27;1,5;
 19:27:27 ;1,26;1,33;
 19:27:27 ;1,53;1,47;
 19:27:27 ;1,88;1,76;
 19:27:27 ;2,24;2,09;
 19:27:28 ;2,82;2,6;
 19:27:28 ;3,38;3,15;
 19:27:28 ;3,7;3,54;
 19:27:28 ;3,49;3,5;
 19:27:28 ;3,05;3,19;
 19:27:28 ;2,45;2,67;
 19:27:28 ;1,75;2,03;
 19:27:28 ;3,04;2,78;
 19:27:28 ;2,55;2,62;
 19:27:28 ;1,96;2,16;
 19:27:28 ;1,41;1,64;
 19:27:28 ;1,12;1,28;
 19:27:28 ;1,25;1,26;
 19:27:28 ;1,57;1,48;
 19:27:28 ;1,97;1,83;
 19:27:28 ;2,48;2,28;
 19:27:28 ;3,04;2,81;
 19:27:28 ;3,59;3,36;
 19:27:28 ;3,74;3,63;
 19:27:28 ;3,44;3,5;
 19:27:28 ;2,95;3,11;
 19:27:28 ;2,34;2,57;
 19:27:28 ;1,73;1,98;
 19:27:28 ;1,33;1,52;
 19:27:28 ;1,14;1,25;
 19:27:28 ;1,41;1,36;
 19:27:28 ;1,77;1,65;
 19:27:29 ;2,22;2,05;
 19:27:29 ;2,79;2,57;
 19:27:29 ;3,4;3,15;
 19:27:29 ;3,76;3,58;
 19:27:29 ;3,63;3,62;
 19:27:29 ;3,16;3,27;
 19:27:29 ;3,66;3,54;
 19:27:29 ;3,7;3,66;
 19:27:29 ;3,33;3,43;
 19:27:29 ;2,83;3,01;
 19:27:29 ;2,24;2,47;
 19:27:29 ;1,62;1,88;
 19:27:29 ;1,19;1,4;
 19:27:29 ;1,2;1,26;
 19:27:29 ;1,48;1,41;
 19:27:29 ;1,85;1,72;
 19:27:29 ;2,33;2,15;
 19:27:29 ;2,84;2,64;
 19:27:29 ;3,42;3,19;
 19:27:29 ;3,78;3,6;
 19:27:29 ;3,6;3,6;
 19:27:29 ;3,14;3,28;
 19:27:29 ;2,6;2,8;
 19:27:29 ;1,95;2,2;
 19:27:29 ;1,4;1,64;
 19:27:29 ;1,17;1,31;
 19:27:29 ;1,32;1,32;
 19:27:30 ;1,65;1,55;
 19:27:30 ;2,03;1,89;
 19:27:30 ;2,53;2,34;
 19:27:30 ;3,12;2,88;
 19:27:30 ;3,64;3,41;
 19:27:30 ;3,71;3,62;
 19:27:30 ;3,36;3,44;
 19:27:30 ;2,84;3,02;
 19:27:30 ;2,29;2,51;
 19:27:30 ;1,69;1,94;
 19:27:30 ;1,26;1,46;
 19:27:30 ;1,22;1,29;
 19:27:30 ;1,47;1,42;
 19:27:30 ;1,84;1,71;
 19:27:30 ;2,31;2,13;
 19:27:30 ;3,01;2,75;
 19:27:30 ;3,44;3,23;
 19:27:30 ;3,88;3,69;
 19:27:30 ;2,86;3,07;
 19:27:30 ;3,44;3,33;
 19:27:30 ;4,04;3,83;
 19:27:30 ;3,97;3,93;
 19:27:30 ;3,55;3,66;
 19:27:30 ;2,6;2,92;
 19:27:30 ;1,84;2,16;
 19:27:31 ;1,44;1,66;
 19:27:31 ;1,09;1,26;
 19:27:31 ;1,18;1,21;
 19:27:31 ;1,51;1,42;
 19:27:31 ;1,93;1,77;
 19:27:31 ;1,25;1,38;
 19:27:31 ;1,7;1,61;
 19:27:31 ;2,17;2;
 19:27:31 ;2,48;2,34;
 19:27:31 ;2,81;2,67;
 19:27:31 ;3,17;3,02;
 19:27:31 ;3,55;3,39;
 19:27:31 ;3,35;3,36;
 19:27:31 ;2,93;3,06;
 19:27:31 ;2,39;2,59;
 19:27:31 ;1,85;2,07;
 19:27:31 ;1,37;1,58;
 19:27:31 ;1,17;1,29;
 19:27:32 ;1,33;1,32;
 19:27:32 ;1,65;1,55;
 19:27:32 ;2,06;1,91;
 19:27:32 ;2,55;2,36;
 19:27:32 ;3,12;2,89;
 19:27:32 ;3,64;3,42;
 19:27:32 ;3,69;3,61;
 19:27:32 ;3,3;3,39;
 19:27:32 ;2,79;2,97;
 19:27:32 ;2,19;2,42;
 19:27:32 ;1,56;1,82;
 19:27:32 ;1,15;1,35;
 19:27:32 ;1,24;1,27;
 19:27:32 ;1,47;1,41;
 19:27:32 ;1,9;1,75;
 19:27:32 ;2,39;2,2;
 19:27:32 ;2,95;2,73;
 19:27:32 ;3,5;3,27;
 19:27:32 ;3,8;3,64;
 19:27:32 ;3,55;3,58;
 19:27:32 ;3,05;3,21;
 19:27:32 ;2,49;2,71;
 19:27:32 ;1,88;2,12;
 19:27:32 ;1,32;1,56;
 19:27:32 ;1,11;1,25;
 19:27:32 ;1,31;1,29;
 19:27:32 ;1,67;1,56;
 19:27:32 ;2,12;1,95;
 19:27:32 ;2,6;2,4;
 19:27:32 ;3,15;2,93;
 19:27:32 ;3,68;3,46;
 19:27:32 ;3,81;3,7;
 19:27:32 ;3,31;3,43;
 19:27:32 ;2,83;3,01;
 19:27:32 ;2,22;2,46;
 19:27:33 ;1,6;1,85;
 19:27:33 ;1,2;1,4;
 19:27:33 ;1,21;1,26;
 19:27:33 ;1,46;1,4;
 19:27:33 ;1,81;1,69;
 19:27:33 ;1,12;1,26;
